"","DBA","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","GRADE","ADDRESS","lon","lat"
"1929","LINDY'S","825","7 AVENUE",10019,"2127678343","American","A","825, 7 AVENUE, New York, NY",NA,NA
"1930","SWEETGREEN GANSEVOORT","32","GANSEVOORT ST",10014,"9146023590","Salads",NA,"32, GANSEVOORT ST, New York, NY",-74.0058893,40.739179
"1931","THE COMMONS CHELSEA","128","7 AVENUE",10011,"2129299333","Caf̩/Coffee/Tea","A","128, 7 AVENUE, New York, NY",-73.9983389,40.7411059
"1932","LA GUADALUPANA RESTAURANT","3825","BROADWAY",10032,"2129285989","Spanish",NA,"3825, BROADWAY, New York, NY",NA,NA
"1933","TREEHAUS","830","3RD AVE",10022,"2123559855","Delicatessen",NA,"830, 3RD AVE, New York, NY",-73.9707437,40.7564053
"1934","BOWERY MEAT COMPANY","9","E 1ST ST",10003,"2124605255","American","A","9, E 1ST ST, New York, NY",-73.9918409,40.7245665
"1935","L'AMICO/THE VINE","839","6TH AVE",10001,"2122014065","American",NA,"839, 6TH AVE, New York, NY",-73.9900975,40.7469749
"1936","HARLEM NIGHTS","2361","7TH AVE",10030,"4136950608","American","A","2361, 7TH AVE, New York, NY",-73.9417915,40.8171413
"1937","GRAFFITTI ME&YOU","224","EAST   10 STREET",10003,"2126772045","American",NA,"224, EAST   10 STREET, New York, NY",NA,NA
"1938","BOSTON MARKET","3781","BROADWAY",10032,"5164280840","Chicken","A","3781, BROADWAY, New York, NY",-73.9451075,40.834304
"1939","GYRO 96","141","E 96TH ST",10128,"2124701089","Mediterranean","A","141, E 96TH ST, New York, NY",-73.9510677,40.7861115
"1940","OM INDIAN RESTAURANT","1593","2 AVENUE",10028,"2126284500","Indian","A","1593, 2 AVENUE, New York, NY",NA,NA
"1941","YONG SHENG RESTAURANT","2825","8 AVENUE",10039,"2128622702","Chinese","B","2825, 8 AVENUE, New York, NY",-73.9394904,40.826468
"1942","JUKE BOX JUICE & SALAD","1943","ADAM CLAYTON POWELL JR BOULEVARD",10026,"9178077870","Fruits/Vegetables","A","1943, ADAM CLAYTON POWELL JR BOULEVARD, New York, NY",-73.9517225,40.8039855
"1943","MUSTANG HARRY'S","352","SEVENTH AVENUE",10001,"2122688930","American",NA,"352, SEVENTH AVENUE, New York, NY",-73.9930347,40.7483581
"1944","MILANO'S BAR","51","EAST HOUSTON STREET",10012,"2122268844","Bottled beverages, including water, sodas, juices, etc.",NA,"51, EAST HOUSTON STREET, New York, NY",-73.9946275,40.7245532
"1945","MERRION SQUARE","1840","2 AVENUE",10128,"2128317696","American","A","1840, 2 AVENUE, New York, NY",-73.9472917,40.7835743
"1946","AMSTERDAM BILLIARDS","85","4 AVENUE",10003,"2129950333","American","A","85, 4 AVENUE, New York, NY",-73.9899313,40.731505
"1947","MACARON PARLOUR","44","HESTER ST",10002,"2123879169","Bakery","P","44, HESTER ST, New York, NY",NA,NA
"1948","PIER SIDE CAFE","0","PIER 78 WEST 38 STREET",10018,"9173855324","American","A","0, PIER 78 WEST 38 STREET, New York, NY",-74.0040866,40.759834
"1949","NEW HONG KONG KITCHEN","1907","LEXINGTON AVE",10035,"2125345533","Chinese","A","1907, LEXINGTON AVE, New York, NY",-73.9402437,40.8002541
"1950","SERENDIPITY 3","225","EAST   60 STREET",10022,"2128383531","American","A","225, EAST   60 STREET, New York, NY",-73.9649001,40.7618668
"1951","HIGHLINE PIZZERIA","503","WEST   28 STREET",10001,"2125643330","Pizza",NA,"503, WEST   28 STREET, New York, NY",-74.0022306,40.7510941
"1952","The Roost","222","AVENUE B",10009,"6469186700","Caf̩/Coffee/Tea","A","222, AVENUE B, New York, NY",-73.9784804,40.7290748
"1953","LENOX SAPHIRE","341","LENOX AVENUE",10027,"2128669700","African",NA,"341, LENOX AVENUE, New York, NY",-73.944751,40.809368
"1954","COSI","61","WEST   48 STREET",10020,"2122657579","American","A","61, WEST   48 STREET, New York, NY",-73.9807455,40.7585161
"1955","CHEN'S BUFFETT","62","WILLIAM ST",10005,"2127979477","Chinese","A","62, WILLIAM ST, New York, NY",NA,NA
"1956","ROCKING HORSE CAFE","182","8 AVENUE",10011,"2124639511","Mexican",NA,"182, 8 AVENUE, New York, NY",-73.9998818,40.7428942
"1957","R & J LOUNGE","109","E 116TH ST",10029,"6467855832","Mexican",NA,"109, E 116TH ST, New York, NY",-73.9423885,40.7992605
"1958","SAPOARA","2262","1ST AVE",10035,"2122560199","American","Z","2262, 1ST AVE, New York, NY",-73.934954,40.796138
"1959","NEW DRAGON","2413A","2ND AVE",10035,"2124271786","Chinese",NA,"2413A, 2ND AVE, New York, NY",NA,NA
"1960","BOMBAY JUNCTION/PIZZA KING","1013","AVENUE OF THE AMERICAS",10018,"2128403767","Indian",NA,"1013, AVENUE OF THE AMERICAS, New York, NY",NA,NA
"1961","CARLOS SUAREZ","1","PERRY ST",10014,"9179933196","Other",NA,"1, PERRY ST, New York, NY",-74.0009771,40.7359731
"1962","STARBUCKS","30","ROCKEFELLER CENTER PLAZA",10112,"2123977950","Caf̩/Coffee/Tea","A","30, ROCKEFELLER CENTER PLAZA, New York, NY",-73.979398,40.758823
"1963","LEFT BANK","117","PERRY STREET",10014,"2127271170","American",NA,"117, PERRY STREET, New York, NY",NA,NA
"1964","LUCKY CHICKEN","377","1ST AVE",10010,"2122281325","American",NA,"377, 1ST AVE, New York, NY",-73.9792151,40.7364374
"1965","JAHLOOKOVA","1962","MADISON AVENUE",10035,"9174751056","Caribbean",NA,"1962, MADISON AVENUE, New York, NY",NA,NA
"1966","SILVANA","300","WEST 116TH STREET",10026,"6466924935","Mediterranean",NA,"300, WEST 116TH STREET, New York, NY",-73.9558893,40.8044593
"1967","CHINA RED GOURMENT","118","CHAMBERS STREET",10007,"2122674015","Chinese","A","118, CHAMBERS STREET, New York, NY",-74.0085978,40.7150423
"1968","FLOR DE MAYO RESTAURANT","2651","BROADWAY",10025,"2126635520","Chinese/Cuban",NA,"2651, BROADWAY, New York, NY",NA,NA
"1969","LA NUEVA ESPANA","1261-1263","ST NICHOLAS AVEUE",10033,"2129277373","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"1261-1263, ST NICHOLAS AVEUE, New York, NY",-73.9376309,40.8443759
"1970","FAMOUS FAMIGLIA","734","AMSTERDAM AVENUE",10025,"2128647193","Pizza",NA,"734, AMSTERDAM AVENUE, New York, NY",NA,NA
"1971","CAFE K","8","EAST   48 STREET",10017,"2126885373","Jewish/Kosher",NA,"8, EAST   48 STREET, New York, NY",-73.9774474,40.7568173
"1972","AL HORNO LEAN MEXICAN KITCHEN INC","417","W 47TH ST",10036,"2129771000","Mexican",NA,"417, W 47TH ST, New York, NY",-73.991049,40.7620958
"1973","AMY RUTH'S RESTAURANT","113","WEST  116 STREET",10026,"2122808779","Soul Food",NA,"113, WEST  116 STREET, New York, NY",NA,NA
"1974","11 STREET CAFE","327","WEST   11 STREET",10014,"6466924455","Caf̩/Coffee/Tea",NA,"327, WEST   11 STREET, New York, NY",-74.0075779,40.7358127
"1975","LAS PANTERAS NEGRAS RESTAURANT","2130","2 AVENUE",10029,"9174927730","Mexican",NA,"2130, 2 AVENUE, New York, NY",-73.9405056,40.7927841
"1976","THE BREAD FACTORY CAFE","470","7TH AVE",10018,"2122796665","American",NA,"470, 7TH AVE, New York, NY",-73.9903332,40.7520103
"1977","CHIPOTLE MEXICAN GRILL","125","EAST   23 STREET",10010,"2126736904","Mexican","A","125, EAST   23 STREET, New York, NY",-73.985092,40.7398967
"1978","THINK COFFEE","620","W 42ND ST",10036,"6469644851","Caf̩/Coffee/Tea",NA,"620, W 42ND ST, New York, NY",-73.9990525,40.7605599
"1979","FUSHA FUSION","1065","1ST AVE",10022,"2127528883","Asian","B","1065, 1ST AVE, New York, NY",-73.9626394,40.759209
"1980","PIZZA BEACH","167","ORCHARD ST",10002,"2129666032","Pizza/Italian",NA,"167, ORCHARD ST, New York, NY",-73.988719,40.721338
"1981","BO CA PHE","222","LAFAYETTE ST",10012,"6468821939","Asian","A","222, LAFAYETTE ST, New York, NY",-73.9976257,40.7220993
"1982","CAFE WHA","115","MACDOUGAL ST",10012,"2122543706","American","A","115, MACDOUGAL ST, New York, NY",-74.0007016,40.7301811
"1983","DOMINO'S","440","E 14TH ST",10009,"2124733030","Pizza",NA,"440, E 14TH ST, New York, NY",-73.980822,40.7303725
"1984","LAUT","15","EAST   17 STREET",10003,"2122068989","Thai","A","15, EAST   17 STREET, New York, NY",NA,NA
"1985","3 DELI & GRILL","133","EAST   55 STREET",10022,"2124863272","American",NA,"133, EAST   55 STREET, New York, NY",-73.9702969,40.7598392
"1986","BG RESTAURANT","754","5 AVENUE",10019,"2128728977","American","B","754, 5 AVENUE, New York, NY",-73.9742964,40.7633128
"1987","BLT STEAK","106","EAST 57 STREET",10022,"2127527470","Steak","A","106, EAST 57 STREET, New York, NY",NA,NA
"1988","5 ESTRELLA BAKERY","3861","BROADWAY",10032,"2127955000","Bakery","A","3861, BROADWAY, New York, NY",-73.9433031,40.8368307
"1989","LOS MARISCOS","409","W 15TH ST",10011,"9175133636","Spanish",NA,"409, W 15TH ST, New York, NY",NA,NA
"1990","CAFE EXCHANGE","49","BROADWAY",10006,"2124255000","Chicken","C","49, BROADWAY, New York, NY",-74.0133262,40.7068281
"1991","BERNARD B JACOBS THEATER","242","West 45th Street",10036,"2125867610","American","A","242, West 45th Street, New York, NY",-73.9877258,40.7586351
"1992","ABITINO'S PIZZA","733","2 AVENUE",10016,"2126611919","Pizza","C","733, 2 AVENUE, New York, NY",-73.9737971,40.7482519
"1993","BLACK CRESCENT","76","CLINTON ST",10002,"2124771771","Seafood",NA,"76, CLINTON ST, New York, NY",NA,NA
"1994","OLLIE'S CHINESE RESTAURANT","2705","BROADWAY",10025,"2129323300","Chinese","B","2705, BROADWAY, New York, NY",-73.9687503,40.7994459
"1995","APOLLO THEATRE CONCESSIONS","253","WEST  125 STREET",10027,"2125315328","American",NA,"253, WEST  125 STREET, New York, NY",-73.9500391,40.810033
"1996","INFIRMARY","1720","2ND AVE",10128,"9173885212","American","A","1720, 2ND AVE, New York, NY",-73.9498737,40.7799245
"1997","DUNKIN' DONUTS","535","AMSTERDAM AVENUE",10024,"2125951682","Donuts","A","535, AMSTERDAM AVENUE, New York, NY",-73.9749819,40.7873588
"1998","PATISSERIE CLAUDE","187","WEST    4 STREET",10014,"2122555911","Bakery","A","187, WEST    4 STREET, New York, NY",NA,NA
"1999","THE SEA FIRE GRILL","160","EAST   48 STREET",10017,"2129353785","American",NA,"160, EAST   48 STREET, New York, NY",NA,NA
"2000","DUNKIN' DONUTS","101","WEST   23 STREET",10011,"2126754040","Donuts","A","101, WEST   23 STREET, New York, NY",NA,NA
"2001","ILILI RESTAURANT","236","5 AVENUE",10001,"2126832929","Mediterranean","A","236, 5 AVENUE, New York, NY",NA,NA
"2002","ELEMENT HOTEL TIME SQUARE","309","W 39TH ST",10018,"2126430770","American",NA,"309, W 39TH ST, New York, NY",-73.9919294,40.755876
"2003","BAGEL TALK","368","AMSTERDAM AVENUE",10024,"2128751267","Bagels/Pretzels",NA,"368, AMSTERDAM AVENUE, New York, NY",-73.9791994,40.7823356
"2004","SPRING NATURAL KITCHEN","474","COLUMBUS AVENUE",10024,"6465967434","American",NA,"474, COLUMBUS AVENUE, New York, NY",-73.9740184,40.7845262
"2005","MILA CAFE","694","COLUMBUS AVENUE",10025,"2126624392","American",NA,"694, COLUMBUS AVENUE, New York, NY",-73.9689253,40.7914849
"2006","TWIN DONUT","5099","BROADWAY",10034,"9147797100","Donuts",NA,"5099, BROADWAY, New York, NY",-73.9146889,40.8710949
"2007","CHELSEA DELI & PIZZA","301","10 AVENUE",10001,"2122440500","Delicatessen",NA,"301, 10 AVENUE, New York, NY",-74.0024789,40.750566
"2008","ADANA GRILL","723","3RD AVENUE",10017,"2129050000","Turkish","P","723, 3RD AVENUE, New York, NY",-73.9726848,40.7527336
"2009","PARS NEW YORK","249","W 26TH ST",10001,"5169933165","American","C","249, W 26TH ST, New York, NY",NA,NA
"2010","CAFE RUSTICO II","25","WEST   35 STREET",10001,"2127361114","Pizza/Italian","A","25, WEST   35 STREET, New York, NY",-73.9852871,40.7498351
"2011","ZUTTO","77","HUDSON STREET",10013,"2122333287","Japanese",NA,"77, HUDSON STREET, New York, NY",-74.0091028,40.7184739
"2012","MCDONALD'S","208","DYCKMAN ST",10040,"2125692909","American","A","208, DYCKMAN ST, New York, NY",-73.9273139,40.8651344
"2013","BIBBLE AND SIP","253","W 51ST ST",10019,"2125867579","Bakery","A","253, W 51ST ST, New York, NY",-73.9853163,40.7629003
"2014","KAMBI RAMEN","351","EAST   14 STREET",10003,"2122281366","Japanese",NA,"351, EAST   14 STREET, New York, NY",NA,NA
"2015","FLOR DE BROADWAY RESTAURANT","3395","BROADWAY",10031,"2122811556","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"3395, BROADWAY, New York, NY",-73.954104,40.821961
"2016","MAISON KAYSER","1294","3 AVENUE",10021,"2127443100","French",NA,"1294, 3 AVENUE, New York, NY",NA,NA
"2017","DON ANTONIO RESTAURANT","309","WEST   50 STREET",10019,"6467191043","Italian","A","309, WEST   50 STREET, New York, NY",-73.9867076,40.7627178
"2018","SOCARRAT EAST","953","2 AVENUE",10022,"2127590101","Spanish",NA,"953, 2 AVENUE, New York, NY",-73.9685283,40.7553091
"2019","OOTOYA","41","E 11TH ST",10003,"2124734300","Japanese",NA,"41, E 11TH ST, New York, NY",-73.9928068,40.7332744
"2020","DUNKIN' DONUTS, BASKIN ROBBINS","484","9 AVENUE",10018,"2123959280","Caf̩/Coffee/Tea","A","484, 9 AVENUE, New York, NY",NA,NA
"2021","FRESNO II DELI","31","AVENUE C",10009,"3478279529","Delicatessen","B","31, AVENUE C, New York, NY",-73.9809494,40.7216549
"2022","HAPPY ENDING","302","BROOME ST",10002,"6469983184","French",NA,"302, BROOME ST, New York, NY",-73.9922083,40.7188981
"2023","CAFFE PALERMO","148","MULBERRY STREET",10013,"2124314205","Italian","A","148, MULBERRY STREET, New York, NY",-73.9972901,40.7189915
"2024","NO FUN","161","LUDLOW STREET",10002,"2124771616","Tapas",NA,"161, LUDLOW STREET, New York, NY",NA,NA
"2025","LUKE'S LOBSTER","685","3RD AVE",10017,"6466570066","Seafood",NA,"685, 3RD AVE, New York, NY",-73.9735893,40.7515453
"2026","ASHLEY'S FINE FOODS","514","LEXINGTON AVE",10017,"2123210019","American","B","514, LEXINGTON AVE, New York, NY",-73.9735806,40.7553326
"2027","RAY'S CANDY STORE","113","AVENUE A",10009,"9173407855","American",NA,"113, AVENUE A, New York, NY",-73.9836104,40.7262992
"2028","WOLFGANG'S STEAKHOUSE BOUTIQUE","16","E 46TH ST",10017,"2124908300","Steak",NA,"16, E 46TH ST, New York, NY",NA,NA
"2029","THE LIBERTY","29","WEST   35 STREET",10001,"2129674000","American","A","29, WEST   35 STREET, New York, NY",-73.9855281,40.7499369
"2030","BIG WONG RESTAURANT","67","MOTT ST",10013,"2129640540","Chinese","C","67, MOTT ST, New York, NY",-73.9983603,40.7162175
"2031","WALLFLOWER","235","W 12TH ST",10014,"6466829842","French",NA,"235, W 12TH ST, New York, NY",-74.002232,40.7377852
"2032","EUROPA CAFE","515","MADISON AVENUE",10022,"2127549774","Sandwiches/Salads/Mixed Buffet",NA,"515, MADISON AVENUE, New York, NY",NA,NA
"2033","PIZZA & PITA","344","EAST   34 STREET",10016,"2126796161","Pizza",NA,"344, EAST   34 STREET, New York, NY",-73.9740401,40.7438021
"2034","THE KATI ROLL COMPANY","99","MAC DOUGAL STREET",10012,"2124206517","Indian","A","99, MAC DOUGAL STREET, New York, NY",NA,NA
"2035","IL SOLE","229233","DYCKMAN STREET",10034,"2125440406","Italian",NA,"229233, DYCKMAN STREET, New York, NY",-73.9277674,40.8661429
"2036","CHIPOTLE MEXICAN GRILL","350","5 AVENUE",10118,"2126950412","Mexican","A","350, 5 AVENUE, New York, NY",-73.9857455,40.7485626
"2037","APPLE GOURMET","225","BROADWAY",10007,"2127863336","American","B","225, BROADWAY, New York, NY",NA,NA
"2038","IL PICCOLO BUFALO","141","MULBERRY STREET",10013,"2122199068","Italian","A","141, MULBERRY STREET, New York, NY",-73.9979012,40.7188558
"2039","B BAR AND GRILL","40","EAST    4 STREET",10003,"2124752220","American","B","40, EAST    4 STREET, New York, NY",-73.991864,40.7270551
"2040","SALVATION TACO & ROOF TOP BAR","145","E 39TH ST",10016,"2128655700","Not Listed/Not Applicable","A","145, E 39TH ST, New York, NY",NA,NA
"2041","CARVE UNIQUE SANDWICHES","760","8 AVENUE",10036,"2127304949","Sandwiches","A","760, 8 AVENUE, New York, NY",-73.9875789,40.7600361
"2042","BROADWAY DIVE","2662","BROADWAY",10025,"2128652662","American","A","2662, BROADWAY, New York, NY",-73.9690186,40.7979053
"2043","AKAMI SUSHI","1771","1ST AVE",10128,"2128288668","Japanese","B","1771, 1ST AVE, New York, NY",-73.947083,40.780568
"2044","TERRACE CLUB","25","WEST   51 STREET",10019,"2122628100","American",NA,"25, WEST   51 STREET, New York, NY",-73.9782049,40.7600314
"2045","ASIAN WOK","88","FULTON ST",10038,"2127660821","Chinese",NA,"88, FULTON ST, New York, NY",-74.0058365,40.7091006
"2046","NHA-TRANG CENTRE VIETNAM RESTAURANT","148","CENTRE STREET",10013,"2129419292","Vietnamese/Cambodian/Malaysia","A","148, CENTRE STREET, New York, NY",-74.000254,40.7172727
"2047","BLOSSOM DUJOUR","617","9TH AVE",10036,"6469983535","Other","A","617, 9TH AVE, New York, NY",-73.9920706,40.7596069
"2048","OLD TOWN BAR & RESTAURANT","45","EAST   18 STREET",10003,"2125296732","American","A","45, EAST   18 STREET, New York, NY",-73.9891782,40.7375812
"2049","REICHENBACH HALL","5","WEST   37 STREET",10018,"2123027744","German",NA,"5, WEST   37 STREET, New York, NY",NA,NA
"2050","BXL CAFE","125","WEST   43 STREET",10036,"2127680200","American",NA,"125, WEST   43 STREET, New York, NY",-73.9846095,40.7561118
"2051","LIVE BAIT BAR & RESTAURANT","14","EAST   23 STREET",10010,"2123532400","Seafood","A","14, EAST   23 STREET, New York, NY",NA,NA
"2052","CAFE 28","245","5 AVENUE",10016,"2126867300","American",NA,"245, 5 AVENUE, New York, NY",NA,NA
"2053","MR. DENNEHY'S","63","CARMINE STREET",10014,"2124141223","American","A","63, CARMINE STREET, New York, NY",-74.0046039,40.7298848
"2054","OLLIES TO GO","2425","BROADWAY",10024,"2128772298","Chinese/Japanese",NA,"2425, BROADWAY, New York, NY",-73.9752417,40.7904902
"2055","THAI MARKET","960","AMSTERDAM AVENUE",10025,"2122804575","Thai",NA,"960, AMSTERDAM AVENUE, New York, NY",-73.9654299,40.8013733
"2056","CAFE GRUMPY",NA,"LEXINGTON AVE",10017,"2126612198","Caf̩/Coffee/Tea","A","NA, LEXINGTON AVE, New York, NY",-73.96032,40.773008
"2057","YIWANMEN/CHONG QING NOODLE","150","MOTT ST",10013,"2129968998","Chinese",NA,"150, MOTT ST, New York, NY",-73.9962453,40.7192886
"2058","SCALLYWAG'S IRISH PUB & REST","508","9 AVENUE",10018,"6464904803","Irish",NA,"508, 9 AVENUE, New York, NY",NA,NA
"2059","RICHARD ROGERS THEATRE","226","WEST   46 STREET",10036,"2123454624","American","A","226, WEST   46 STREET, New York, NY",-73.9867219,40.758983
"2060","HARLEM BAR-B-Q/NABE HARLEM","2367","8 AVENUE",10027,"2122221922","Barbecue","A","2367, 8 AVENUE, New York, NY",-73.9504248,40.8117012
"2061","ROKC","3452","BROADWAY",10031,"3477434764","Japanese",NA,"3452, BROADWAY, New York, NY",-73.9521698,40.8235524
"2062","BHATTI INDIAN GRILL","100","LEXINGTON AVE",10016,"2126834229","Indian","A","100, LEXINGTON AVE, New York, NY",-73.9831177,40.7422415
"2063","BRICK OVEN PIZZA 33","201","EAST   33 STREET",10016,"2125459191","Pizza","B","201, EAST   33 STREET, New York, NY",-73.9781495,40.7450577
"2064","BBQ OLIVE CHICKEN","25","W 32ND ST",10001,"2129678093","Korean","A","25, W 32ND ST, New York, NY",-73.9868137,40.7478806
"2065","SPORTS CENTER AT CHELSEA PIERS (SUSHI BAR)","PIER 60","WEST SIDE HIGHWAY",10011,"2123666286","Japanese","A","PIER 60, WEST SIDE HIGHWAY, New York, NY",-74.010057,40.7466449
"2066","SUBWAY","223","AVENUE B",10009,"2122604206","Sandwiches","A","223, AVENUE B, New York, NY",NA,NA
"2067","CICCIO","190","6 AVENUE",10013,"6464769498","Italian",NA,"190, 6 AVENUE, New York, NY",-74.0034569,40.7263288
"2068","WEISS CAFE ROCKEFELLER UNIVERSITY","1188","YORK AVENUE",10065,"2123278890","American",NA,"1188, YORK AVENUE, New York, NY",-73.957797,40.7612996
"2069","CRIF DOGS / PLEASE DON'T TELL","113","ST  MARKS PLACE",10009,"2126142728","American",NA,"113, ST  MARKS PLACE, New York, NY",NA,NA
"2070","DRAGON NOODLE AND GRILL","150","CENTRE ST",10013,"2129663555","Chinese",NA,"150, CENTRE ST, New York, NY",-74.0002331,40.7174105
"2071","CHATHAM SEAFOOD RESTAURANT","6","CHATHAM SQ",10038,"2122338877","Chinese",NA,"6, CHATHAM SQ, New York, NY",-73.9983144,40.7139709
"2072","CARROT TOP PASTRIES","3931","BROADWAY",10032,"2129274800","Bakery",NA,"3931, BROADWAY, New York, NY",-73.9418004,40.839066
"2073","CAFE GITANE","242","MOTT STREET",10012,"2123349552","Moroccan",NA,"242, MOTT STREET, New York, NY",-73.9947334,40.7231566
"2074","BIERHAUS","712","3 AVENUE",10017,"2128672337","German","A","712, 3 AVENUE, New York, NY",-73.9733872,40.7525861
"2075","HUANG'S GARDEN","1834","2ND AVE",10128,"6467193214","Chinese","A","1834, 2ND AVE, New York, NY",-73.9474858,40.7832876
"2076","SUSHIYA JAPANESE RESTAURANT","28","WEST   56 STREET",10019,"2122475756","Japanese",NA,"28, WEST   56 STREET, New York, NY",-73.9760814,40.7627686
"2077","LA GAMELLE","241","BOWERY",10002,"2123880052","American",NA,"241, BOWERY, New York, NY",NA,NA
"2078","La Contenta Oeste","78","WEST   11 STREET",10011,"2125332233","Mexican","A","78, WEST   11 STREET, New York, NY",NA,NA
"2079","Park Central Hotel Kitchen","870","7 AVE",10019,"2122478000","American","A","870, 7 AVE, New York, NY",-73.981184,40.7647208
"2080","PALM RESTAURANT","250","WEST   50 STREET",10019,"2123337256","Steak","A","250, WEST   50 STREET, New York, NY",NA,NA
"2081","RED BAMBOO","140","WEST    4 STREET",10012,"2122607049","Vegetarian","A","140, WEST    4 STREET, New York, NY",-74.0005639,40.7311655
"2082","696 GOURMET DELI","696","3 AVENUE",10017,"2124907115","Delicatessen",NA,"696, 3 AVENUE, New York, NY",-73.973925,40.751986
"2083","CAFE OLIVIERO","850","7 AVENUE",10019,"2125821902","American","A","850, 7 AVENUE, New York, NY",NA,NA
"2084","ANAGO SUSHI/ROYAL SIAM THAI","240","8 AVENUE",10011,"2127411732","Thai",NA,"240, 8 AVENUE, New York, NY",NA,NA
"2085","SABA'S PIZZA","403","AMSTERDAM AVE",10024,"2127871118","Pizza",NA,"403, AMSTERDAM AVE, New York, NY",-73.9779202,40.7832245
"2086","NEW YORK JR. LEAGUE","130","EAST   80 STREET",10075,"2122886220","Caf̩/Coffee/Tea","A","130, EAST   80 STREET, New York, NY",-73.9590577,40.7757147
"2087","AMIR'S","2911","BROADWAY",10025,"2127497500","Middle Eastern",NA,"2911, BROADWAY, New York, NY",NA,NA
"2088","DOMINO'S","409","WEST  125 STREET",10027,"2122803200","Pizza","A","409, WEST  125 STREET, New York, NY",-73.9545226,40.8118013
"2089","THE HALF KING","505507","WEST 23 STREET",10011,"2124624300","American","A","505507, WEST 23 STREET, New York, NY",NA,NA
"2090","CRAVE FISH BAR","428","AMSTERDAM AVE",10024,"6464942750","American","A","428, AMSTERDAM AVE, New York, NY",-73.9777917,40.784279
"2091","D'MILTON RESTAURANT","94","ST NICHOLAS PLACE",10032,"2122348888","Spanish","B","94, ST NICHOLAS PLACE, New York, NY",-73.9400923,40.8298882
"2092","RAFFLES","511","LEXINGTON AVENUE",10017,"2122236785","American","A","511, LEXINGTON AVENUE, New York, NY",-73.9731814,40.7548069
"2093","TIANTI BOOKS CAFE MEDiTATION","535","8TH AVE",10018,"8888426845","American","A","535, 8TH AVE, New York, NY",NA,NA
"2094","KAHVE","667","10TH AVE",10036,"6466494503","Caf̩/Coffee/Tea",NA,"667, 10TH AVE, New York, NY",-73.993499,40.762817
"2095","VEZZO","178","LEXINGTON AVENUE",10016,"2128398300","Pizza/Italian","A","178, LEXINGTON AVENUE, New York, NY",NA,NA
"2096","SNOWFOX","24","E 23RD ST",10010,"6469983030","Japanese","A","24, E 23RD ST, New York, NY",-73.987994,40.740568
"2097","ST. CLOUD/CHARLIE PALMER AT THE KNICK","1466","BROADWAY",10036,"9724444957","American","A","1466, BROADWAY, New York, NY",NA,NA
"2098","OLD ROSE","113","JANE ST",10014,"2129246700","American",NA,"113, JANE ST, New York, NY",-74.0093741,40.7382367
"2099","LUDLOW COFFEE SUPPLY","176","LUDLOW ST",10002,"6465259421","Caf̩/Coffee/Tea","C","176, LUDLOW ST, New York, NY",-73.987267,40.721668
"2100","RUMOURS","933","8 AVENUE",10019,"2127572373","American","B","933, 8 AVENUE, New York, NY",-73.9839901,40.7657149
"2101","TOWNHOUSE DINER","696","2 AVENUE",10016,"2125996254","American",NA,"696, 2 AVENUE, New York, NY",-73.9739463,40.7469705
"2102","BARKOGI","957","2 AVENUE",10022,"2123088810","Asian","A","957, 2 AVENUE, New York, NY",NA,NA
"2103","METRO DINER","2641","BROADWAY",10025,"2128660800","American","A","2641, BROADWAY, New York, NY",-73.9702616,40.7974796
"2104","GUANTANAMERA","939","8 AVENUE",10019,"2122625354","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"939, 8 AVENUE, New York, NY",-73.9838986,40.7659041
"2105","FRAICHE MAXX","213","PARK AVE S",10003,"2125108551","American","A","213, PARK AVE S, New York, NY",-73.9883197,40.7368791
"2106","TEQUILA CHITO'S MEXICAN GRILL","358","WEST   23 STREET",10011,"2124630535","Mexican","A","358, WEST   23 STREET, New York, NY",NA,NA
"2107","CAFE MOCHA","116","2 AVENUE",10003,"2122531046","Caf̩/Coffee/Tea","B","116, 2 AVENUE, New York, NY",-73.9879512,40.7277859
"2108","CALLE OCHO","45","WEST   81 STREET",10024,"2128735025","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","A","45, WEST   81 STREET, New York, NY",-73.9736712,40.7830649
"2109","TAQUERIA DIANA","129","2 AVE",10003,"6464227871","Mexican","A","129, 2 AVE, New York, NY",-73.9880763,40.7285063
"2110","HAKATA TON TON","61","GROVE STREET",10014,"2122423699","Japanese",NA,"61, GROVE STREET, New York, NY",-74.0033184,40.7333321
"2111","510 11ST BAR","510","EAST   11 STREET",10009,"2129824929","American","A","510, EAST   11 STREET, New York, NY",NA,NA
"2112","THE MANSION","1634","YORK AVENUE",10028,"2125358888","American",NA,"1634, YORK AVENUE, New York, NY",-73.9467767,40.7759621
"2113","MON CHER MARKET","339","BROADWAY",10013,"2129650007","American",NA,"339, BROADWAY, New York, NY",-74.004558,40.7166326
"2114","CITIZENS OF CHELSEA","401","W 25TH ST",10001,"6466493079","American",NA,"401, W 25TH ST, New York, NY",-74.0006098,40.74812
"2115","TAKASHI","456","HUDSON STREET",10014,"2124142929","Japanese",NA,"456, HUDSON STREET, New York, NY",-74.0064215,40.7314551
