"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"1098","FRESH & CO","1359","BROADWAY",10018,"Sandwiches/Salads/Mixed Buffet"
"1099","ARIA","365","W 51ST ST",10019,"American"
"1100","CHIPOTLE MEXICAN GRILL","149","8 AVENUE",10011,"Tex-Mex"
"1101","BRASSERIE COGNAC EAST","963","LEXINGTON AVE",10021,"French"
"1102","PADTHAI NOODLE LOUNGE","114","8 AVENUE",10011,"Thai"
"1103","FAMOUS JOE'S PIZZA","7","CARMINE STREET",10014,"Pizza"
"1104","GRAMERCY TAVERN","42","EAST   20 STREET",10003,"American"
"1105","HARLEM BURGER CO.","2190","FREDERICK DOUGLASS BLVD",10026,"American"
"1106","CIELO AT THE MAYFAIR","242","WEST   49 STREET",10019,"Italian"
"1107","STUDIO TWENTY ONE","59","WEST   21 STREET",10010,"American"
"1108","RAOULS","180","PRINCE STREET",10012,"French"
"1109","FAY DA BAKERY","321","6 AVENUE",10014,"Chinese"
"1110","TRADING POST","170","JOHN STREET",10038,"American"
"1111","WCOU RADIO / TILE BAR","115","1 AVENUE",10003,"American"
"1112","SHANGHAI CAFE DELUXE","100","MOTT STREET",10013,"Chinese"
"1113","SUBWAY","173","WEST   26 STREET",10001,"Sandwiches"
"1114","BAR GONZO","511","9TH AVE",10018,"American"
"1115","EL RINCONCITO RESTAURANT","408","EAST   10 STREET",10009,"Spanish"
"1116","JOE JR. RESTAURANT","167","3RD AVE",10003,"American"
"1117","RITCHIE'S BURGER JOINT","2665","BROADWAY",10025,"Hamburgers"
"1118","RAYMI/LATIN BEET KITCHEN","43","WEST   24 STREET",10010,"Peruvian"
"1119","VALBELLA MIDTOWN","520","MADISON AVENUE",10022,"Italian"
"1120","HAMILTON DELI","1129","AMSTERDAM AVENUE",10025,"Delicatessen"
"1121","AI FIORI","400","5 AVENUE",10018,"Italian"
"1122","CHARLIE PALMER STEAK NEW YORK","45","W 38TH ST",10018,"American"
"1123","TARALLUCCI E VINO","475","COLUMBUS AVENUE",10024,"Italian"
"1124","CRAVE FISH BAR","945","2 AVENUE",10022,"Seafood"
"1125","LA CARBORNARA","202","W 14TH ST",10011,"Italian"
"1126","MEZETTO","205","ALLEN STREET",10002,"Mediterranean"
"1127","SUSHI HANA","111","RIVINGTON STREET",10002,"Japanese"
"1128","LA CASA DEL MOFONGO","14471451","SAINT NICHOLAS AVENUE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1129","ANCHOR WINEBAR","3508","BROADWAY",10031,"Italian"
"1130","FREDDY'S SOUL CARIBBEAN RESTAURANT CORP","1980","ADAM CLAYTON POWELL JR BLVD",10026,"Caribbean"
"1131","POTBELLY SANDWICH WORKS","30","ROCKEFELLER CENTER",10020,"Sandwiches/Salads/Mixed Buffet"
"1132","CAFFE VIVALDI","32","JONES STREET",10014,"CafÃ©/Coffee/Tea"
"1133","LE GIGOT","18","CORNELIA ST",10014,"French"
"1134","KAVASUTRA","261","E 10TH ST",10009,"Juice, Smoothies, Fruit Salads"
"1135","LinderMan","508","WEST   42 STREET",10036,"American"
"1136","POLLO DORADO FRIED CHICKEN","1497","ST NICHOLAS AVENUE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1137","FIVE GUYS FAMOUS BURGERS AND FRIES","343","7 AVENUE",10001,"American"
"1138","HURON CLUB/SOHO PLAYHOUSE","15","VANDAM STREET",10013,"American"
"1139","POPEYES LOUISIANA KITCHEN","47","WEST   14 STREET",10011,"Chicken"
"1140","ANKA GRILL","642","LEXINGTON AVE",10022,"Turkish"
"1141","BURGOS RESTAURANT","206","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1142","GOA TACO","101","MACDOUGAL ST",10012,"Mexican"
"1143","TACO BELL","1351","SAINT NICHOLAS AVE",10033,"Tex-Mex"
"1144","CHIRPING CHICKEN","940","COLUMBUS AVE",10025,"American"
"1145","DUKE'S","560","3 AVENUE",10016,"American"
"1146","CUPCAKE MARKET","74","E 7TH ST",10003,"Bakery"
"1147","DUNKIN' DONUTS, BASKIN ROBBINS","745","2 AVENUE",10016,"Donuts"
"1148","ANGELO'S PIZZA","1043","2ND AVE",10022,"Pizza/Italian"
"1149","WEST BANK CAFE","407","WEST   42 STREET",10036,"American"
"1150","ROMA PIZZA","1572","3RD AVE",10128,"Pizza/Italian"
"1151","MURRAY'S BAGELS","500","AVENUE OF THE AMERICAS",10011,"Bagels/Pretzels"
"1152","SAL'S FAMILY PIZZA","384","BROOME STREET",10013,"Pizza"
"1153","OLD TBILISI","174","BLEECKER ST",10012,"Mediterranean"
"1154","V-BAR & CAFE","225","SULLIVAN STREET",10012,"American"
"1155","JESSIE'S EXPRESS CAFE","411","8 AVENUE",10001,"Sandwiches/Salads/Mixed Buffet"
"1156","ZEST","249","BROOME STREET",10002,"Asian"
"1157","ROTI MEDITERRANEAN GRILL","142","EAST 43 STREET",10017,"Mediterranean"
"1158","THE CENTRAL BAR","109","EAST    9 STREET",10003,"American"
"1159","LA NUEVA ESPANA RESTAURANT","606","W 207TH ST",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1160","LITTLE ITALY PIZZA","214","W 92ND ST",10025,"Pizza/Italian"
"1161","MADISON BAGEL AND GRILL","5","MADISON ST",10038,"American"
"1162","PIER 72 RESTAURANT","270","WEST   72 STREET",10023,"American"
"1163","PINO WINE BAR","156","E 33RD ST",10016,"American"
"1164","BAIT & HOOK","231","2 AVENUE",10003,"Seafood"
"1165","ROSARIO'S PIZZA","173","ORCHARD STREET",10002,"Pizza"
"1166","THE GYRO SHOP","593","1ST AVE",10016,"Greek"
"1167","NEXT DOOR RESTAURANT","813","W 187TH ST",10033,"Chinese/Cuban"
"1168","ANDY'S RESTAURAUNT","2262","3 AVENUE",10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1169","THE SMITH","956","2 AVENUE",10022,"American"
"1170","LOUIE AND CHAN","303-305","BROOME ST",10002,"Italian"
"1171","WILLIAM BARNACLE","80","ST MARKS PLACE",10003,"American"
"1172","NILES RESTAURANT","371","7 AVENUE",10001,"American"
"1173","MESS HALL","2194","FRDRCK DGLS BLVD",10026,"American"
"1174","DELMONICO'S KITCHEN","207","WEST   36 STREET",10018,"American"
"1175","NEW YORKER HOTEL KITCHEN","481","8 AVENUE",10001,"American"
"1176","STARBUCKS","304","PARK AVENUE SOUTH",10010,"CafÃ©/Coffee/Tea"
"1177","GRACE STREET","17","W 32 STREET",10001,"CafÃ©/Coffee/Tea"
"1178","ORIENTAL GARDEN RESTAURANT","14","ELIZABETH STREET",10013,"Chinese"
"1179","RIPE","86","CLINTON ST",10002,"American"
"1180","KUMO SUSHI","282","BLEECKER STREET",10014,"Japanese"
"1181","YUNG SUN SEAFOOD RESTAURANT","47","EAST BROADWAY",10002,"Chinese"
"1182","OBAO NOODLES & BBQ","38","WATER STREET",10004,"Thai"
"1183","KING'S STREET COFFEE","121","W 30TH ST",10001,"CafÃ©/Coffee/Tea"
"1184","AMSTERDAM BURGER CO.","654","AMSTERDAM AVENUE",10025,"Jewish/Kosher"
"1185","BAKERY ON 3RD CAFE","1885","3RD AVE",10029,"Bakery"
"1186","MORGAN STANLEY","1585","BROADWAY",10036,"American"
"1187","THE BOILER ROOM","86","EAST    4 STREET",10003,"American"
"1188","SWAY LOUNGE","305","SPRING STREET",10013,"American"
"1189","MARM CAFE","79","CLINTON ST",10002,"American"
"1190","BIG DADDY'S DINER","239","PARK AVENUE SOUTH",10003,"American"
"1191","BAGEL EXPRESS","347","LEXINGTON AVENUE",10016,"Bagels/Pretzels"
"1192","NOMADO 33","165","E 33RD ST",10016,"Japanese"
"1193","LA CANTINA HEIGHTS","4460","BROADWAY",10040,"American"
"1194","BURGER JOINT","33","W. 8TH ST",10011,"Hamburgers"
"1195","JFK FRIED CHICKEN","2041","1ST AVE",10029,"Chicken"
"1196","MCDONALDS","1188","6th AVE",10036,"Other"
"1197","BAGELS & COMPANY","172","W 79TH ST",10024,"Jewish/Kosher"
"1198","RAINBOW FALAFEL","26","EAST   17 STREET",10003,"Middle Eastern"
"1199","PALM RESTAURANT","200","CHAMBERS STREET",10007,"Steak"
"1200","LATTANZI","361","WEST   46 STREET",10036,"Italian"
"1201","HUMMUS & PITA CO","585","AVE OF THE AMER",10011,"Mediterranean"
"1202","CASA ADELA RESTAURANT","66","AVENUE C",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1203","LUCKY STAR CAFE","250","WEST   43 STREET",10036,"American"
"1204","TOASTIES","25","JOHN STREET",10038,"American"
"1205","SOPHIE'S CUBAN CUISINE","28","EAST   23 STREET",10010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1206","LA VIE EN SZECHUAN RESTAURANT","14","EAST   33 STREET",10016,"Chinese"
"1207","RENAISSANCE HARLEM","2245","ADAM CLAYTON POWELL JR BLVD",10027,"American"
"1208","GEORGE KEELEY","485","AMSTERDAM AVENUE",10024,"American"
"1209","SPOONFED NYC RESTAURANT","331","W 51ST ST",10019,"Soul Food"
"1210","CAFE 71","2061","BROADWAY",10023,"CafÃ©/Coffee/Tea"
"1211","THE UPSIDER NYC","1004","2ND AVE",10022,"American"
"1212","NISI","300-302","BLEECKER ST",10014,"Seafood"
"1213","FAMOUS & FRESH 99Â¢ PIZZA","91","AVENUE A",10009,"Pizza/Italian"
"1214","ASHOKA","489","COLUMBUS AVE",10024,"Indian"
"1215","SCARLATTO","250","WEST   47 STREET",10036,"Italian"
"1216","GOLDEN WOK","1770","AMSTERDAM AVE",10031,"Chinese"
"1217","BIRDBATH","518","COLUMBUS AVENUE",10024,"Bakery"
"1218","SHUBERT THEATER","225","WEST 44 STREET",10036,"American"
"1219","WELCOME TO THE JOHNSON'S","123","RIVINGTON STREET",10002,"American"
"1220","MCCANN CAFETERIA","622","THIRD AVENUE",10017,"Soups & Sandwiches"
"1221","PHO VIETNAM 87 CORPORATION","87","CHRYSTIE ST",10002,"Asian"
"1222","HUTCH & WALDO COFFEE","247","E 81ST ST",10028,"CafÃ©/Coffee/Tea"
"1223","STARBUCKS","560","LEXINGTON AVENUE",10022,"CafÃ©/Coffee/Tea"
"1224","GYU-KAKU","321","WEST   44 STREET",10036,"Japanese"
"1225","ARRIBA ARRIBA","762","9 AVENUE",10019,"Mexican"
"1226","UNTAMED SANDWICHES","43","W 39TH ST",10018,"American"
"1227","PERPETUUM CAFE","124","W 25TH ST",10001,"CafÃ©/Coffee/Tea"
"1228","Pho Saigon","987","1ST AVE",10022,"Vietnamese/Cambodian/Malaysia"
"1229","SIX HAPPINESS","711","2ND AVE",10016,"Chinese"
"1230","TRATTORIA TRE COLORI","254","WEST   47 STREET",10036,"Italian"
"1231","ZAFI'S LUNCHEONETTE","500","GRAND STREET",10002,"American"
"1232","BARN JOO","35","UNION SQ W",10003,"Korean"
"1233","BISTANGO","415","3 AVENUE",10016,"Italian"
"1234","ELI'S ESSENTIALS","1291","LEXINGTON AVE",10028,"American"
"1235","LAZZARAS PIZZA CAFE","221","WEST   38 STREET",10018,"Pizza"
"1236","FATBIRD","44","9TH AVE",10011,"American"
"1237","CLINTON SQUARE PIZZA","201","CLINTON ST",10002,"Pizza"
"1238","COTENNA","21","BEDFORD ST",10014,"Italian"
"1239","FANCY JUICE","69","1ST AVE",10003,"Juice, Smoothies, Fruit Salads"
"1240","PARIS BAGUETTE","264","1ST AVE",10009,"Bakery"
"1241","COPACABANA","760766","8 AVENUE",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1242","DUCKS EATERY","351","EAST   12 STREET",10003,"American"
"1243","KFC, TACO BELL","2","PENN PLAZA",10121,"Chicken"
"1244","KOSHER DELUXE","10","WEST   46 STREET",10036,"Jewish/Kosher"
"1245","TROQUET","155","GRAND ST",10013,"French"
"1246","SOUTH BEACH RESTAURANT & BAR","1390","SAINT NICHOLAS AVE",10033,"Spanish"
"1247","IVY","944","8 AVENUE",10019,"American"
"1248","BAREBURGER","251","E 52ND ST",10022,"American"
"1249","TOM'S RESTAURANT","2880","BROADWAY",10025,"American"
"1250","EL PALACIO SEAFOOD MARKET","1049","SAINT NICHOLAS AVE",10032,"Seafood"
"1251","HONG KONG NOODLES","174","LEXINGTON AVE",10016,"Chinese/Japanese"
"1252","THE SPOT CAFE/KOOFO","67","WEST   23 STREET",10010,"Delicatessen"
"1253","MEW","53","W 35TH ST",10001,"Japanese"
"1254","GOOD ENOUGH TO EAT (A.G. BISTRO)","520","COLUMBUS AVENUE",10024,"American"
"1255","DUNKIN' DONUTS","412","3 AVENUE",10016,"Donuts"
"1256","SELENA ROSA MEXICANA","1712","2ND AVE",10128,"Tex-Mex"
"1257","SUSHI ON JONES","348","BOWERY",10012,"Japanese"
"1258","LOTUS LUCKY EXPRESS","4840","BROADWAY",10034,"Chinese"
"1259","TEXAS ROTISSERIE & GRILL","2581","BROADWAY",10025,"Chicken"
"1260","GRAMERCY PARK BAR","322","2 AVENUE",10003,"American"
"1261","SEOUL GARDEN","34","WEST   32 STREET",10001,"Korean"
"1262","JUICE PRESS","100","10TH AVE",10011,"Juice, Smoothies, Fruit Salads"
"1263","ORSO","322","WEST   46 STREET",10036,"Italian"
"1264","ELLINGTON IN THE PARK","W105","HUDSON BEACH",10025,"American"
"1265","DYCKMAN EXPRESS RESTAURANT","101","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1266","MEI LAI WAH COFFEE SHOP","62-64","BAYARD ST",10013,"Chinese"
"1267","DUE","1396","THIRD AVENUE",10075,"Italian"
"1268","NASSAU BAR","118","NASSAU STREET",10038,"Bottled beverages, including water, sodas, juices, etc."
"1269","MARINARA PIZZA","1376","LEXINGTON AVENUE",10128,"Pizza"
"1270","FOOD DEPOT","460","WEST   34 STREET",10001,"American"
"1271","MOMOFUKU/ MA PECHE","15","WEST   56 STREET",10019,"American"
"1272","P.J. CLARKE'S","44","WEST   63 STREET",10023,"American"
"1273","LENNY'S BAGELS","2601","BROADWAY",10025,"Bagels/Pretzels"
"1274","TREND DINER","1382","2 AVENUE",10021,"American"
"1275","ST. PATRICK'S BAR AND GRILL","22","W 46TH ST",10036,"American"
"1276","DA MIKELE","275","CHURCH STREET",10013,"Italian"
"1277","NORIKOH","10","E 39TH ST",10016,"Japanese"
"1278","ESSEX TAQUERIA","123","ESSEX ST",10002,"Mexican"
"1279","TACO TODAY","1659","1ST AVE",10028,"Mexican"
"1280","MISS LILY'S","132","WEST HOUSTON STREET",10012,"Caribbean"
"1281","PIZZETTERIA BRUNETTI","626","HUDSON STREET",10014,"Pizza"
"1282","JUPIOCA","113","CHURCH ST",10007,"Juice, Smoothies, Fruit Salads"
"1283","ANDY'S CAFETERIA (HPD BUILDING)","100","GOLD ST",10038,"American"
"1284","DUNKIN' DONUTS","601","2 AVENUE",10016,"Donuts"
"1285","IL VALENTINO OSTERIA","1078","1 AVENUE",10022,"Italian"
"1286","PIONEERS BAR & LOUNGE","134","WEST   29 STREET",10001,"American"
"1287","PURE THAI RESTAURANT","766","9 AVENUE",10019,"Thai"
"1288","PORCHLIGHT","271","11TH AVE",10001,"American"
"1289","T-SWIRL CREPE","247","E 14TH ST",10003,"Japanese"
"1290","SACRED CHOW","227","SULLIVAN STREET",10012,"Vegetarian"
"1291","CORCHO WINE ROOM","227","DYCKMAN STREET",10034,"Bottled beverages, including water, sodas, juices, etc."
"1292","CAROL'S BUN","139","EAST BROADWAY",10002,"Chinese"
"1293","SEAMORE'S","390","BROOME ST",10013,"Seafood"
"1294","BANGKOK HOUSE","360","WEST   46 STREET",10036,"Thai"
"1295","BLIND BARBER","339","EAST 10 STREET",10009,"American"
"1296","MCDONALD'S","2726","BROADWAY",10025,"Hamburgers"
"1297","GOLDBAR","389","BROOME STREET",10013,"American"
"1298","PAMPANO","209","EAST   49 STREET",10017,"Mexican"
"1299","DUNKIN' DONUTS","6","EAST   46 STREET",10017,"Donuts"
"1300","BLUE RIBBON SUSHI BAR & GRILL ROOF DECK","6","COLUMBUS CIRCLE",10019,"Japanese"
"1301","EATS","1055","LEXINGTON AVENUE",10021,"American"
"1302","LINCOLN SQUARE STEAK","208","W 70TH ST",10023,"Steak"
"1303","JUMBO BURGERS","112","W 116TH ST",10026,"American"
"1304","HEARST CORPORATION EDR","300","WEST   57 STREET",10019,"American"
"1305","KUU","20","JOHN ST",10038,"Japanese"
"1306","BROOKLYN ROASTING WORKS","50","W. 23rd Street",10010,"CafÃ©/Coffee/Tea"
"1307","JEREMY'S ALE HOUSE","228","FRONT STREET",10038,"American"
"1308","IFC CENTER","323","6TH AVE",10014,"American"
"1309","GRAMERCY BAGEL","246","3 AVENUE",10010,"Bagels/Pretzels"
"1310","DESI DELI PUNJABI DHABA","724","10 AVENUE",10019,"Indian"
"1311","BOULEY TEST KITCHEN","31","W 21ST ST",10010,"French"
"1312","MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION)","23","VANDERBILT AVENUE",10017,"Steak"
"1313","STARBUCKS","1515","YORK AVENUE",10028,"CafÃ©/Coffee/Tea"
"1314","WATER FRONT ALE HOUSE","540","2 AVENUE",10016,"American"
"1315","ROTI ROLL / SUITE","992","AMSTERDAM AVENUE",10025,"Indian"
"1316","NOBI SUSHI","437","3 AVENUE",10016,"Japanese"
"1317","FINEST DUMPLING RESTAURANT","25 B","HENRY STREET",10002,"Chinese"
"1318","BAKARE RESTAURANT","524","W 207TH ST",10034,"Spanish"
"1319","THE RITZ-CARLTON HOTEL/AUDEN","50","CENTRAL PARK SOUTH",10019,"American"
"1320","HANABI","1450","2ND AVE",10021,"Japanese"
"1321","PANGEA RESTAURANT","178","2 AVENUE",10003,"Mediterranean"
"1322","PIO PIO","604","10 AVENUE",10036,"Peruvian"
"1323","Da Capo","322","COLUMBUS AVE",10023,"Italian"
"1324","BIRDBATH NEIGHBORHOOD GREEN BAKERY","274","COLUMBUS AVE",10023,"American"
"1325","MESKEREM","124","MACDOUGAL STREET",10012,"Ethiopian"
"1326","STARBUCKS COFFEE","2195","FREDERICK DOUGLAS BOULEVARD",10026,"CafÃ©/Coffee/Tea"
"1327","NEIL'S COFFEE SHOP","961","LEXINGTON AVENUE",10021,"American"
"1328","MCDONALD'S","4259","BROADWAY",10033,"Hamburgers"
"1329","MUSCLE MAKER GRILL","1099","2ND AVE",10022,"American"
"1330","TAKAHACHI BAKERY","25","MURRAY STREET",10007,"Bakery"
"1331","LACE","725","7 AVENUE",10019,"American"
"1332","HUMMUS PLACE","305","AMSTERDAM AVENUE",10023,"Middle Eastern"
"1333","THE DISH RESTAURANT","201","8 AVENUE",10011,"American"
"1334","TURCO","604","9TH AVE",10036,"Middle Eastern"
"1335","MANNA'S RESTAURANT","54","EAST  125 STREET",10035,"Soul Food"
"1336","HALE & HEARTY SOUP","655","6 AVENUE",10010,"Soups & Sandwiches"
"1337","THIRD AVENUE ALE HOUSE","1644","3 AVENUE",10128,"American"
"1338","BAREBURGER","514","3 AVENUE",10016,"Hamburgers"
"1339","AJI SUSHI","519","3 AVENUE",10016,"Japanese"
"1340","FRAUNCES TAVERN","54","PEARL STREET",10004,"American"
"1341","KENNEDY FRIED CHICKEN","1270","SAINT NICHOLAS AVE",10033,"Chicken"
"1342","BELLINI","483","COLUMBUS AVE",10024,"Italian"
"1343","IL PRINCIPE (aka CAFE HUGO)","523","GREENWICH ST",10013,"Italian"
"1344","RAINBOW UMBRELLA","56","READE ST",10007,"American"
"1345","LALLISSE","161","LEXINGTON AVENUE",10016,"Mediterranean"
"1346","BUDDHA BODAI ONE VEGETARIAN RESTAURANT","5","MOTT ST",10013,"Vegetarian"
"1347","SERAFINA LUDLOW","98","RIVINGTON ST",10002,"Italian"
"1348","JOANNE TRATTORIA","70","W 68TH ST",10023,"Italian"
"1349","GREEN CAFE","599","6TH AVE",10011,"American"
"1350","THE LEXINGTON SOCIAL","1634","LEXINGTON AVENUE",10029,"American"
"1351","HUMMUS PLACE","71","7 AVENUE SOUTH",10014,"Middle Eastern"
"1352","TABOULEH","673","9TH AVE",10036,"Middle Eastern"
"1353","M & J ASIAN RESTAURANT","600","E 14TH ST",10009,"Chinese"
"1354","XING WONG BBQ","89","E BROADWAY",10002,"Chinese"
"1355","A.M. DELI JUICE BAR FOOD","308","E 116TH ST",10029,"Delicatessen"
"1356","THE WAVERLY INN","16","BANK STREET",10014,"American"
"1357","TAVOLA","488","9 AVENUE",10018,"Italian"
"1358","BOB'S STEAK & CHOP HOUSE","21","EAST   52 STREET",10022,"American"
"1359","GOLDEN WOK CHINESE RESTAURANT","209","8TH AVE",10011,"Chinese"
"1360","MIGHTY QUINN'S BARBEQUE","103","2 AVENUE",10003,"Barbecue"
"1361","GUY & GALLARD","240","WEST   40 STREET",10018,"American"
"1362","PETITE ABEILLE","44","WEST   17 STREET",10011,"French"
"1363","THE RITZ BAR & LOUNGE","369","WEST   46 STREET",10036,"American"
"1364","DAVE & BUSTER'S","234","WEST   42 STREET",10036,"American"
"1365","SHAKE SHACK","200","BROADWAY",10038,"American"
"1366","MAISON KAYSER","326","BLEECKER ST",10014,"French"
"1367","XE LUA RESTAURANT","86","MULBERRY ST",10013,"Vietnamese/Cambodian/Malaysia"
"1368","JIN RAMEN","3183","BROADWAY",10027,"Japanese"
"1369","TABLE D'HOTE","44","EAST   92 STREET",10128,"American"
"1370","CONG LY RESTAURANT","124","HESTER ST",10002,"Vietnamese/Cambodian/Malaysia"
"1371","SARAVANA BHAVAN","81","LEXINGTON AVENUE",10016,"Indian"
"1372","E.J LUNCHEONETTE","1271","THIRD AVENUE",10021,"American"
"1373","DOMINO'S","943","1ST AVE",10022,"Pizza"
"1374","RINTINTIN","14","SPRING STREET",10012,"Mediterranean"
"1375","THE HORNY RAM","951","2 AVENUE",10022,"American"
"1376","EUROPA CAFE","787","7 AVENUE",10019,"Sandwiches/Salads/Mixed Buffet"
"1377","TANNER SMITH'S","204","W 55TH ST",10019,"American"
"1378","PHO THANH HOAI 1","73","MULBERRY ST",10013,"Vietnamese/Cambodian/Malaysia"
"1379","GRACIE'S ON 2ND","300","E 86TH ST",10028,"American"
"1380","BENJAMIN STEAK HOUSE","52","EAST   41 STREET",10017,"Steak"
"1381","PARIS BAGUETTE CAFE","2568","BROADWAY",10025,"Bakery"
"1382","CAFE SFA","611","5 AVENUE",10022,"American"
"1383","JUICY SPOT","33","PELL ST",10013,"Ice Cream, Gelato, Yogurt, Ices"
"1384","CAFE HIMALAYA","78","EAST    1 STREET",10009,"Asian"
"1385","AMICI II","165","MULBERRY STREET",10013,"Italian"
"1386","99 CENTS MEGA PIZZA","1875","LEXINGTON AVE",10035,"American"
"1387","BEL AMI","30","EAST   68 STREET",10065,"French"
"1388","LOLITAS KITCHEN & BURGER HOUSE","1364","LEXINGTON AVE",10128,"Mexican"
"1389","ZUM SCHNEIDER","107109","AVENUE C",10009,"German"
"1390","SUMMERS","169","THOMPSON ST",10012,"CafÃ©/Coffee/Tea"
"1391","SAPPHIRE LOUNGE","249","ELDRIDGE STREET",10002,"American"
"1392","CHARLIE BIRD","5","KING STREET",10012,"American"
"1393","COLD STONE CREAMERY","241A","W 42ND ST",10036,"Ice Cream, Gelato, Yogurt, Ices"
"1394","HAPPY FAMILY","500","WEST   43 STREET",10036,"Chinese"
"1395","HEE KOREAN BBQ GRILL","793","6TH AVE",10001,"Korean"
"1396","PICK & PAY GYRO & PIZZA","30","LEXINGTON AVE",10010,"Pizza"
"1397","YALE CLUB","50","VANDERBILT AVENUE",10017,"American"
"1398","AZALEA","224","WEST   51 STREET",10019,"Italian"
"1399","THE GREEN TABLE(CHELSEA MARKET)","428","WEST   16 STREET",10011,"American"
"1400","INWOOD LOCAL WINE BAR & BEER GARDEN","4957","BROADWAY",10034,"American"
"1401","MCQUAIDS PUBLIC HOUSE","589","11 AVENUE",10036,"American"
"1402","GRAMERCY  ALE HOUSE","272","3 AVENUE",10010,"American"
"1403","ALMOND","12","EAST   22 STREET",10010,"French"
"1404","LE BASKET","683","BROADWAY",10012,"American"
"1405","BUTTER RESTAURANT","70","W 45TH ST",10036,"American"
"1406","DEL FRISCO'S GRILLE","60","ROCKEFELLER PLAZA",10020,"American"
"1407","POTBELLY SANDWICH WORKS","46","WEST   56 STREET",10019,"Sandwiches/Salads/Mixed Buffet"
"1408","PATISSERIE VANESSA","1590","PARK AVE",10029,"Bakery"
"1409","PETROSSIAN BOUTIQUE","911","7 AVENUE",10019,"French"
"1410","HERB N' KITCHEN MARKET","304","EAST   42 STREET",10017,"American"
"1411","AU BON PAIN","60","BROAD STREET",10004,"Sandwiches/Salads/Mixed Buffet"
"1412","JAKE'S CAFE EMPLOYEES CAFETERIA AT JAVED CENTER","655","W 34TH ST",10001,"Other"
"1413","BURGER KING/CINNABON","1313","BROADWAY",10001,"American"
"1414","BLUE RUIN","538","9 AVENUE",10018,"American"
"1415","SWEETGREEN ASTOR PLACE","10","ASTOR PL",10003,"American"
"1416","BOWERY ROAD","132","4TH AVE",10003,"American"
"1417","COME PRIMA","903","MADISON AVE",10021,"Italian"
"1418","SUNRISE MART","12","EAST   41 STREET",10017,"Japanese"
"1419","BROADWAY AU LAIT","307072","BROADWAY",10027,"Vegetarian"
"1420","TACO Y BURRITO [EL ANCLA PUERTO PLATA]","142","NAGLE AVE",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1421","BENTO SUSHI","173","BROADWAY",10010,"Japanese"
"1422","MADE","44","W 29TH ST",10001,"American"
"1423","CAFE CORTADITO","210","EAST    3 STREET",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1424","HARLEM TAVERN","2153","8 AVENUE",10026,"American"
"1425","SPICE","39","E 13TH ST",10003,"Thai"
"1426","RAMEN-YA","133","W 3RD ST",10012,"Japanese"
"1427","WA LUNG KITCHEN","557","GRAND STREET",10002,"Chinese"
"1428","BEST WESTERN HOTEL HOSPITALITY HOUSE","145","EAST   49 STREET",10017,"American"
"1429","WICKED WILLY'S","149","BLEECKER STREET",10012,"American"
"1430","THE ASSEMBLAGE","114","E 25TH ST",10010,"American"
"1431","YUBA","105","EAST    9 STREET",10003,"Japanese"
"1432","ROXY DINER","694","8TH AVE",10036,"American"
"1433","AL HORNO","110","PEARL ST",10005,"Mexican"
"1434","JIMMY","27","GRAND ST",10013,"American"
"1435","HAMILTON'S BAKERY","3570","BROADWAY",10031,"American"
"1436","BLOSSOM DU JOUR","449","AMSTERDAM AVE",10024,"Vegetarian"
"1437","REBAR","223","WEST   19 STREET",10011,"American"
"1438","LINCOLN PARK BAR & GRILL","867","9 AVENUE",10019,"American"
"1439","CORADO BREAD & PASTRY","1361","LEXINGTON AVE",10128,"CafÃ©/Coffee/Tea"
"1440","THE GLOBE BAR & GRILL","158","EAST   23 STREET",10010,"American"
"1441","LA VELA DINING AND BAR","558","11TH AVE",10036,"Italian"
"1442","TAP-A-KEG","2731","BROADWAY",10025,"American"
"1443","DALI MARKET","461","7TH AVE",10001,"American"
"1444","ZAITZEFF","72","NASSAU STREET",10038,"American"
"1445","CAFETAL SOCIAL CLUB/ CHACHIS","285","MOTT STREET",10012,"American"
"1446","SUBWAY","201","E 116TH ST",10029,"Sandwiches/Salads/Mixed Buffet"
"1447","FIVE GUYS FAMOUS BURGERS AND FRIES","56","W 14TH ST",10011,"American"
"1448","TALIA'S STEAKHOUSE","668","AMSTERDAM AVENUE",10025,"Steak"
"1449","CAFE  BEE","239","W 72ND ST",10023,"CafÃ©/Coffee/Tea"
"1450","BUTTERFIELD CAFE","770","BROADWAY",10003,"American"
"1451","TASZO COFFEE","5","EDWARD M MORGAN PLACE",10032,"American"
