"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"5875","WALKER'S RESTAURANT","16","NORTH MOORE STREET",10013,"American"
"5876","MOMOFUKU","232","8TH AVE",10011,"American"
"5877","PERI ELA","1361","LEXINGTON AVENUE",10128,"Mediterranean"
"5878","BENIHANA","47","WEST   56 STREET",10019,"Japanese"
"5879","PAOWALLA","195","SPRING ST",10012,"Indian"
"5880","INHABIT LOUNGE","39","ELDRIDGE ST",10002,"Chinese"
"5881","PIADINA RESTAURANT","57","WEST   10 STREET",10011,"Italian"
"5882","SUBWAY","48991","3 AVENUE",10016,"Sandwiches/Salads/Mixed Buffet"
"5883","CUCINA DI PESCE","87","EAST    4 STREET",10003,"Seafood"
"5884","BARLEY & GRAIN","421","AMSTERDAM AVE",10024,"American"
"5885","LAN SHENG RESTAURANT","128","W 36TH ST",10018,"Chinese"
"5886","MKZ YUMMY CITY","1557","LEXINGTON AVE",10029,"Other"
"5887","UNION SQUARE BURGER","729","8TH AVE",10036,"American"
"5888","PIZZA","51","COLUMBIA ST",10002,"Pizza"
"5889","SUBWAY","563","LENOX AVENUE",10037,"Sandwiches"
"5890","99 CENT FRESH PIZZA","201","EAST   34 STREET",10016,"Pizza"
"5891","CALEDONIA","1609","2ND AVE",10028,"Irish"
"5892","TABLE GREEN","0","BATTERY PARK",10004,"Sandwiches/Salads/Mixed Buffet"
"5893","POKEWORKS","63","W 37TH ST",10018,"Hawaiian"
"5894","TWO BOOTS","1617","2 AVENUE",10028,"Pizza"
"5895","KURA","130","ST MARKS PLACE",10009,"Japanese"
"5896","HOLE IN THE WALL","15","CLIFF ST",10038,"American"
"5897","SUBWAY","2085","LEXINGTON AVE",10035,"Sandwiches"
"5898","THE RAGING SKILLET","335","EAST HOUSTON STREET",10002,"American"
"5899","PANDA EXPRESS #2633","663","9TH AVE",10036,"Chinese"
"5900","MONARCH","960","6TH AVE",10001,"American"
"5901","EL CASTILLO DE JAGUA REST","113","RIVINGTON STREET",10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5902","BANTER","169","SULLIVAN ST",10012,"Australian"
"5903","THE STANDARD, HIGH LINE","848","WASHINGTON ST",10014,"Other"
"5904","KAILASH PARBAT","99","LEXINGTON AVE",10016,"Indian"
"5905","HUGHES TAVERN","1682","1 AVENUE",10128,"American"
"5906","PRET A MANGER","265","MADISON AVE",10016,"American"
"5907","VAN LEEUWEN ARTISAN ICE CREAM","48.5","EAST    7 STREET",10003,"Ice Cream, Gelato, Yogurt, Ices"
"5908","SANGRIA 46","338","WEST   46 STREET",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5909","CITY SPICE CAFE","203","E 26TH ST",10010,"Indian"
"5910","TOASTIES","23","EAST   51 STREET",10022,"American"
"5911","BELLE","2363","A C POWELL BLVD",10030,"American"
"5912","Cutting Board","53","Bayard St",10013,"Chinese"
"5913","THE SCRATCHER CAFE","209","EAST    5 STREET",10003,"Irish"
"5914","EGG SHOP","151","ELIZABETH ST",10012,"American"
"5915","ROCK CENTER CAFE","610","5 AVENUE",10020,"American"
"5916","16 HANDLES","2600","BROADWAY",10025,"Ice Cream, Gelato, Yogurt, Ices"
"5917","TOPOKEE","68","W 39TH ST",10018,"Korean"
"5918","HBO EXECUTIVE DINING ROOM","1100","AVENUE OF AMERICAS",10036,"American"
"5919","GOLF & BODY NYC","883","6 AVENUE",10001,"American"
"5920","CAFE FRESCO","1239","1 AVENUE",10065,"Delicatessen"
"5921","VICKY'S DINER","805","WEST  187 STREET",10033,"American"
"5922","VANGUARD WINE BAR","189","AMSTERDAM AVE",10023,"French"
"5923","BIRCH","750","COLUMBUS AVE",10025,"Caf̩/Coffee/Tea"
"5924","THE IZAKAYA","326","E 6TH ST",10003,"Japanese"
"5925","LITTLE BASIL THAI","153","E 26TH ST",10010,"Thai"
"5926","TARTINERY (THE PLAZA SHOPS)","1","W 58TH STREET",10019,"American"
"5927","BURRITO LOCO","166","WEST    4 STREET",10014,"Tex-Mex"
"5928","MEE CAFE","26","RUTGERS STREET",10002,"Caf̩/Coffee/Tea"
"5929","HOTEL GIRAFFE","365","PARK AVENUE SOUTH",10016,"American"
"5930","ASURA ASIAN BISTRO","235","WEST 35TH STREET",10001,"Asian"
"5931","LE BON CAFE","0","PLAZA PENN STATION",10119,"Sandwiches/Salads/Mixed Buffet"
"5932","AU BON PAIN","525","EAST   68 STREET",10065,"American"
"5933","GOGI 37","252","W 37TH ST",10018,"Korean"
"5934","WHITE OAK TAVERN","21","WAVERLY PL",10003,"American"
"5935","SUBWAY","30","BROAD ST",10004,"Sandwiches"
"5936","BELGIUM BEER CAFE","220","5TH AVE",10001,"French"
"5937","MIKEY'S","134","LUDLOW STREET",10002,"American"
"5938","JERUSALEM RESTAURANT","2715","BROADWAY",10025,"Middle Eastern"
"5939","SUPERIORITY BURGER","430","E 9TH ST",10009,"Vegetarian"
"5940","ELSA LA REYNA DEL CHICHARRON","1249","ST NICHOLAS AVENUE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5941","STARBUCKS","2529","BROADWAY",10025,"Caf̩/Coffee/Tea"
"5942","HUNTER DELI","966","LEXINGTON AVENUE",10021,"Delicatessen"
"5943","THE DUBLINER","45","STONE STREET",10004,"Irish"
"5944","ZONI CAFE","22","W 34TH ST",10001,"American"
"5945","DUNKIN DONUTS & BASKIN ROBBINS","395","HUDSON ST",10014,"Donuts"
"5946","WASHINGTON SQUARE CAFE","103","WAVERLY PLACE",10011,"American"
"5947","DOMINO'S","181","CHURCH STREET",10007,"Pizza"
"5948","CHECKER'S","695","ST NICHOLAS AV",10030,"American"
"5949","THE EAST POLE","133","EAST 65TH ST",10065,"American"
"5950","PANDA EXPRESS","1277","1ST AVE",10065,"Chinese"
"5951","SOMBRERO MEXICAN RESTAURANT","303","WEST   48 STREET",10036,"Mexican"
"5952","BOTTINO","248","10 AVENUE",10001,"Italian"
"5953","BAR CYRK NYC","50","HUDSON ST",10013,"American"
"5954","RAMEN LAB","70","KENMARE ST",10012,"Japanese"
"5955","FISH","280","BLEECKER STREET",10014,"Seafood"
"5956","JACOB SOUL FOOD RESTAURANT","373","LENOX AVENUE",10027,"Soul Food"
"5957","SILVER MOON BAKERY","2740","BROADWAY",10025,"Bakery"
"5958","CHA-AN TEAHOUSE","230","EAST    9 STREET",10003,"Japanese"
"5959","LA RUBIA RESTAURANT","3517","BROADWAY",10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5960","TIRAMISU RESTAURANT","1410","3 AVENUE",10028,"Italian"
"5961","SANTA FE","73","WEST   71 STREET",10023,"Mexican"
"5962","Radio City Pizza","142","W 49TH ST",10019,"Pizza/Italian"
"5963","MCHALE'S BAR & GRILL","251","West 51 St",10019,"Irish"
"5964","PRET A MANGER","821","BROADWAY",10003,"Soups & Sandwiches"
"5965","AMORINO","414","AMSTERDAM AVE",10024,"Ice Cream, Gelato, Yogurt, Ices"
"5966","ROAST KITCHEN","520","8TH AVE",10018,"American"
"5967","STARBUCKS COFFEE","55","W 46TH ST",10036,"Caf̩/Coffee/Tea"
"5968","STAGE03","23","W 32ND ST",10001,"Other"
"5969","TAMARIND TRIBECA","99","HUDSON STREET",10013,"Indian"
"5970","CHARRUA","131","ESSEX ST",10002,"Spanish"
"5971","535 MADISON CAFE","535","MADISON AVENUE",10022,"American"
"5972","PICK A BAGEL","891","8 AVENUE",10019,"Bagels/Pretzels"
"5973","RED POKE","600","9TH AVE",10036,"Korean"
"5974","TRESTLE ON TENTH/ROCKET PIG","242","10 AVENUE",10001,"American"
"5975","BAO BAO CAFE","61","LEXINGTON AVE",10010,"Chinese"
"5976","BRUSHSTROKE (30 HUDSON ST)","162","DUANE STREET",10013,"Japanese"
"5977","OLIVE GARDEN","2","TIMES SQUARE",10036,"Italian"
"5978","PRET A MANGER","425","LEXINGTON AVENUE",10017,"American"
"5979","TRATTORIA IL MULINO","36","EAST   20 STREET",10003,"Italian"
"5980","BAR GOTO","245","ELDRIDGE ST",10002,"Japanese"
"5981","EL NUEVO TINA RESTAURANT","511","W 125TH ST",10027,"Spanish"
"5982","ZUCKER'S BAGELS AND SMOKED FISH","273","COLUMBUS AVE",10023,"Bagels/Pretzels"
"5983","RESIDENCE INN MANHATTAN MIDTOWN EAST","148","E 48TH ST",10017,"American"
"5984","ASIAN WOK","8","LIBERTY PLACE",10005,"Vietnamese/Cambodian/Malaysia"
"5985","RAMEN-YA","181","WEST    4 STREET",10014,"Japanese"
"5986","MARSH & MCLENNAN CAFETERIA","1166","AVENUE OF THE AMERICAS",10036,"American"
"5987","ROSSOPOMODORO","118","GREENWICH AVE",10011,"Italian"
"5988","STARBUCKS","270","PARK AVE",10017,"Caf̩/Coffee/Tea"
"5989","EL NUEVO SANDY RESTAURANT","2261","2 AVENUE",10035,"Spanish"
"5990","DALLAS BBQ","3956","BROADWAY",10032,"Barbecue"
"5991","EDDIE'S DELI & PIZZA","184","E 116TH ST",10029,"American"
"5992","ARTOPOLIS CAFE","1090","AMSTERDAM AVENUE",10025,"Mediterranean"
"5993","BOTTLE AND BINE","1085","2ND AVE",10022,"American"
"5994","SARABETH'S","423","AMSTERDAM AVENUE",10024,"American"
"5995","STARBUCKS COFFEE","122","GREENWICH AVENUE",10011,"Caf̩/Coffee/Tea"
"5996","THE GRANGE BAR & EATERY","1635","AMSTERDAM AVENUE",10031,"Chilean"
"5997","IHOP","235237","EAST   14 STREET",10003,"American"
"5998","La Colombe","601","W 27TH ST",10001,"Caf̩/Coffee/Tea"
"5999","SAVANN RESTAURANT","2280","FREDERICK DOUGLAS BLVD",10027,"Mediterranean"
"6000","ELIZABETHS NEIGHBORHOOD TABLE","680","COLUMBUS AVENUE",10025,"American"
"6001","SILK CAFE ONE","160","COLUMBUS AVE",10023,"American"
"6002","KAPPO MASA","976","MADISON AVE",10075,"Japanese"
"6003","MAPO TOFU","338","LEXINGTON AVENUE",10016,"Chinese"
"6004","1633","1633","2ND AVE",10028,"Mediterranean"
"6005","KUNG FU TEA","27","WAVERLY PL",10003,"Caf̩/Coffee/Tea"
"6006","ARCO CAFE","886","AMSTERDAM AVE",10025,"Italian"
"6007","EVERYMAN ESPRESSO","136","EAST   13 STREET",10003,"Caf̩/Coffee/Tea"
"6008","DARKHORSE","17","MURRAY STREET",10007,"American"
"6009","BOSA OF HARLEM","256","E 125TH ST",10035,"Pizza"
"6010","LARB UBOL","480","9TH AVE",10018,"Thai"
"6011","OAXACA MEXICAN GRILL","245","PARK AVENUE",10003,"Mexican"
"6012","PARM","235","COLUMBUS AVE",10023,"American"
"6013","NOBODY IS PERFECT","235","E 4TH ST",10009,"Other"
"6014","BLAKE LANE","1429","3RD AVE",10028,"American"
"6015","GERSHWIN THEATRE","222","WEST   51 STREET",10019,"Other"
"6016","OPHELIA","3","MITCHELL PL",10017,"Other"
"6017","MOMOFUKU NOODLE BAR","171","1 AVENUE",10003,"Asian"
"6018","TAVERNA KYCLADES","228","1ST AVE",10009,"Greek"
"6019","ATLAS SOCIAL CLUB","753","9TH AVENUE",10019,"American"
"6020","NEW YORK SAL'S PIZZERIA","696","10TH AVE",10019,"Pizza"
"6021","SONNIER & CASTLE","554","WEST   48 STREET",10036,"American"
"6022","RACINES","94","CHAMBERS ST",10007,"French"
"6023","SUBWAY","692","LEXINGTON AVENUE",10022,"Sandwiches/Salads/Mixed Buffet"
"6024","GRK","451","LEXINGTON AVE",10017,"Greek"
"6025","CHOBANI SOHO","150","PRINCE STREET",10012,"American"
"6026","DEUX AMIS","356","EAST   51 STREET",10022,"French"
"6027","SWEETGREEN","413","GREENWICH ST",10013,"Salads"
"6028","CHUCK E. CHEESE'S","280","ST NICHOLAS AVENUE",10027,"Pizza"
"6029","IKINARI STEAK","90","E 10TH ST",10003,"Japanese"
"6030","EAST 86 CINEMAS","210","EAST   86 STREET",10028,"American"
"6031","SUSHI SEKI","1143","1 AVENUE",10065,"Japanese"
"6032","MEE SUM CAFE","26","PELL STREET",10013,"Caf̩/Coffee/Tea"
"6033","EAST GARDEN","1685","1ST AVE",10128,"Chinese"
"6034","UPTOWN BOURBON","3631","BROADWAY",10031,"Caf̩/Coffee/Tea"
"6035","JIMBO'S BURGER PALACE","535","LENOX AVENUE",10037,"American"
"6036","W NEW YORK BANQUET KITCHEN AND CAFETERIA","541","LEXINGTON AVENUE",10022,"American"
"6037","PASQUALE JONES","86","KENMARE ST",10012,"Italian"
"6038","AUREOLE","135","WEST   42 STREET",10036,"American"
"6039","ROW NYC","270","W 45 ST",10036,"American"
"6040","TACOS GRAND CENTRAL","684","3RD AVENUE",10017,"Mexican"
"6041","Wowfulls","309","E HOUSTON ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"6042","THE SKYLARK","530","FASHION AVE",10018,"American"
"6043","THE THIRD PALM TREE","2145","AMSTERDAM AVENUE",10032,"American"
"6044","LUNT FONTANNE THEATER","205","WEST   46 STREET",10036,"American"
"6045","STEAK AND HOAGIES","1657","MADISON AVE",10029,"Chinese"
"6046","TUSCAN KITCHEN","2308","ADAM CLAYTON POWELL JR BLVD",10030,"American"
"6047","ROCK BAR","185","CHRISTOPHER STREET",10014,"American"
"6048","B FLAT","277","CHURCH STREET",10013,"Japanese"
"6049","MURRAY'S CHEESE BAR","264","BLEECKER STREET",10014,"American"
"6050","DUNKIN' DONUTS","67","COOPER SQ",10003,"Donuts"
"6051","XI'AN FAMOUS FOODS","45","BAYARD ST",10013,"Chinese"
"6052","GASOLINE ALLEY COFFEE","325","LAFAYETTE STREET",10012,"Caf̩/Coffee/Tea"
"6053","VAN LEEWEN ARTISAN ICE CREAM","172","LUDLOW ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"6054","DUNKIN' DONUTS","200","EAST   89 STREET",10128,"Donuts"
"6055","BURGER & LOBSTER","132","W 43RD ST",10036,"Seafood"
"6056","OAXACA TAQUERIA","1198","1ST AVE",10065,"Mexican"
"6057","MERILU PIZZA AL METRO","791","9TH AVE",10019,"Pizza"
"6058","UVA","1486","2 AVENUE",10075,"Italian"
"6059","WEST NEW MALAYSIA RESTAURANT","4648","BOWERY",10013,"Asian"
"6060","CHOP'T","1450","BROADWAY",10018,"Salads"
"6061","LA SULTANA CAFE","124","EAST    4 STREET",10003,"Mediterranean"
"6062","SWEETGREEN","1321","1ST AVE",10021,"Salads"
"6063","Tacombi","30","W 24TH ST",10010,"Mexican"
"6064","CALEXICO","1491","2ND AVE",10075,"Mexican"
"6065","MCDONALD'S","3549","BROADWAY",10031,"Hamburgers"
"6066","NECTAR OF 82ND STREET","1090","MADISON AVENUE",10028,"American"
"6067","CHIPOTLE MEXICAN GRILL","625","BROADWAY",10012,"Mexican"
"6068","STARBUCKS","180","WEST BROADWAY",10013,"Caf̩/Coffee/Tea"
"6069","PEASANT","194","ELIZABETH STREET",10012,"American"
"6070","SHURAKU","47","8TH AVE",10014,"Japanese"
"6071","KBBQ by Korilla","55","SPRING ST",10012,"Korean"
"6072","FRESH & CO","309","MADISON AVE",10017,"Sandwiches/Salads/Mixed Buffet"
"6073","BAZ BAGEL AND RESTAURANT","181","GRAND ST",10013,"American"
"6074","OIJI","119","1ST AVE",10003,"Korean"
"6075","BARROW STREET THEATRE","27","BARROW ST",10014,"Other"
"6076","PINCHOS GRILL","105A","DYCKMAN ST",10040,"Spanish"
"6077","GOOD TASTE 360 INC","360","E 116TH ST",10029,"Chinese"
"6078","SPOON TABLE & BAR","40","E 33RD ST",10016,"American"
"6079","ERMINIA RESTAURANT","250","EAST   83 STREET",10028,"Italian"
"6080","SANDRO'S","306","EAST   81 STREET",10028,"Italian"
"6081","DUNKIN' DONUTS-BASKIN ROBBINS","57","E 125TH ST",10035,"Donuts"
"6082","TARALLUCCI E VINO","163","1 AVENUE",10003,"Italian"
"6083","PATRIZIAS OF BROOKLYN","462","2ND AVE",10016,"Italian"
"6084","MERAKIA","5","W 21ST ST",10010,"American"
"6085","DESSERT CLUB, CHIKALICIOUS","204","EAST   10 STREET",10003,"Bakery"
"6086","F&F 99 CENTS PIZZA","2127","3RD AVE",10035,"Pizza"
"6087","TABLE 71 @ MARRIOTT CORTYARD","71","WEST 35TH ST",10001,"Continental"
"6088","8TH STREET WINECELLAR","28","W 8TH STREET",10011,"American"
"6089","GEORGE'S","8789","GREENWICH STREET",10006,"American"
"6090","WALTER'S BAR","389","8 AVENUE",10001,"Other"
"6091","BLUE WATER GRILL","31","UNION SQUARE WEST",10003,"Seafood"
"6092","PARIS CAFE","119","SOUTH ST",10038,"American"
"6093","STARBUCKS","350","5TH AVE",10118,"Caf̩/Coffee/Tea"
"6094","MORGAN CAFE","341","9TH AVE",10199,"American"
"6095","VIVA EVENTS AND CATERING","222","E 58TH ST",10022,"American"
"6096","CHIPOTLE MEXICAN GRILL","325","S END AVE",10280,"Mexican"
"6097","BABBALUCCI'S","331","LENOX AVE",10027,"Italian"
"6098","ELREY","100","STANTON STREET",10002,"Caf̩/Coffee/Tea"
"6099","FELIDIA RESTAURANT","243","EAST   58 STREET",10022,"Italian"
"6100","NEW YORK PIZZA SUPREMA","413","8 AVENUE",10001,"Pizza"
"6101","LUNA PIZZA","225","PARK ROW",10038,"Pizza"
"6102","THE POLO BAR","1","E 55TH ST",10022,"American"
"6103","BAILEY'S CORNER PUB","1607","YORK AVENUE",10028,"Irish"
"6104","ROW HOUSE","2128","FREDERICK DOUGLASS BLVD",10026,"American"
"6105","THE LAMBS CLUB","130","WEST 44 SREET",10036,"American"
"6106","SUTTON INN","347","E 54TH ST",10022,"American"
"6107","SABOR A MEXICO","1744","FIRST AVENUE",10128,"Mexican"
"6108","DESI GALLI","172","AVENUE B",10009,"Indian"
"6109","SOUTH'S","273","CHURCH STREET",10013,"American"
"6110","KUNG FU LITTLE STEAMED BUNS RAMEN","811","8TH AVE",10019,"Asian"
"6111","TAPROOM NO. 307","307","3 AVENUE",10010,"American"
"6112","PARLAY CAFE","1780","AMSTERDAM AVENUE",10031,"Middle Eastern"
"6113","PANYA/AUTRE KYOYA","810","STUYVESANT STREET",10003,"Japanese"
"6114","THE NIPPON CLUB","145","WEST   57 STREET",10019,"Japanese"
"6115","KUNG FU LITTLE STEAMED BUNS RAMEN","146","E 55TH ST",10022,"Chinese"
"6116","LE PAIN QUOTIDIEN","861","LEXINGTON AVE",10065,"French"
"6117","HAMPTON INN - MANHATTAN TIMES SQUARE SOUTH","337","WEST   39 STREET",10018,"American"
"6118","CALLE DAO CHELSEA","461","W 23RD ST",10011,"Chinese/Cuban"
"6119","IPPUDO NY","321","W 51ST ST",10019,"Japanese"
"6120","PRET A MANGER","2955","BROADWAY",10025,"Sandwiches/Salads/Mixed Buffet"
"6121","VERDE CURATED GREENS","22","W 25TH ST",10010,"Salads"
"6122","THE RITZ CARLTON NEW YORK BATTERY PARK","2","WEST STREET",10004,"American"
"6123","DUNKIN' DONUTS","266","1 AVENUE",10009,"Donuts"
"6124","AL HORNO LEAN MEXICAN","1089","2ND AVE",10022,"Mexican"
"6125","KATI THAI CUISINE","347","EAST   14 STREET",10003,"Thai"
"6126","BAWARCHI INDIAN CUISINE","1396","MADISON AVE",10029,"Indian"
"6127","CLAUDETTE","24","5TH AVE",10011,"French"
"6128","HOME SWEET HOME","131","CHRYSTIE STREET",10002,"American"
"6129","PRET A MANGER","38","W 48TH ST",10036,"American"
"6130","TAL BAGELS","357","1ST AVE",10010,"Bagels/Pretzels"
"6131","THE SCHOOL AT COLUMBIA UNIVERSITY","556","WEST  110 STREET",10025,"American"
"6132","SPICE","1479","1 AVENUE",10075,"Thai"
"6133","DOUBLE DRAGON 88","2037","1ST AVE",10029,"Chinese"
"6134","CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA","123","W 28TH ST",10001,"American"
"6135","PEPO'S PIZZA","1522","AMSTERDAM AVE",10031,"Pizza"
"6136","JACK'S WIFE FREDA","50","CARMINE ST",10014,"Mediterranean"
"6137","THE EDGE","101","EDGECOMBE AVE",10030,"Caf̩/Coffee/Tea"
"6138","YOLI RESTAURANT","274","EAST    3 STREET",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6139","THE SMILE","26","BOND STREET",10012,"Mediterranean"
"6140","TAKAHACHI TRIBECA","145","DUANE STREET",10013,"Japanese"
"6141","BILLY'S BAKERY","75","FRANKLIN STREET",10013,"Bakery"
"6142","SMOKE","2751","BROADWAY",10025,"American"
"6143","HUNGARIAN PASTRY SHOP","1030","AMSTERDAM AVENUE",10025,"Eastern European"
"6144","CHOP'T","100","PARK AVENUE",10017,"American"
"6145","REBEL COFFEE","19","8TH AVE",10014,"Caf̩/Coffee/Tea"
"6146","LIN'S GOURMET","1097","2 AVENUE",10022,"Chinese"
"6147","LE PAIN QUOTIDIEN","100","GRAND STREET",10013,"Sandwiches"
"6148","FUZHOU ANPING FISHBALL","25","CATHERINE ST",10038,"Chinese"
"6149","HOLIDAY INN EXPRESS WALL STREET","126","WATER STREET",10005,"American"
"6150","SUBWAY","1392","MADISON AVENUE",10029,"Sandwiches"
"6151","ROWE STUDIOS LOUNGE","410","W 42ND ST",10036,"American"
"6152","BURGER HEAVEN","20","E 49TH ST",10017,"American"
"6153","HAPPY WORLD","1309","SAINT NICHOLAS AVE",10033,"Chinese"
"6154","VENISALVI","302","W 38TH ST",10018,"Mediterranean"
"6155","JOSEPH LEONARD","170","WAVERLY PLACE",10014,"American"
"6156","BLOCKHEADS","175","WEST   90 STREET",10024,"Tex-Mex"
"6157","BXL ZOUTE","50","WEST   22 STREET",10010,"Eastern European"
"6158","JOHN & TONY'S PIZZA","1097","1ST AVE",10065,"Pizza/Italian"
"6159","EMPIRE CORNER II","1415","5 AVENUE",10029,"Chinese"
"6160","THE WHISKEY WARD","121","ESSEX STREET",10002,"American"
"6161","ATLANTIC GRILL","1337","3 AVENUE",10075,"Seafood"
"6162","ANTONUCCI","168-170","EAST 81 STREET",10028,"Italian"
"6163","NEW  LUCK GARDEN","1954","AMSTERDAM AVE",10032,"Chinese"
"6164","STARBUCKS COFFEE","757","3 AVENUE",10017,"Caf̩/Coffee/Tea"
"6165","SAMUEL FRIEDMAN THEATRE","261","W 47TH ST",10036,"American"
"6166","A.I.G.CHARTIS","175","WATER STREET",10038,"American"
"6167","TERRIFIC  WINGS","1901","LEXINGTON AVE",10035,"American"
"6168","MARCHA EAST VILLAGE","111","AVENUE C",10009,"Spanish"
"6169","NEUEHOUSE","110","E 25TH ST",10010,"American"
"6170","RED BALLOON (LANGUAGE CENTER)","229","WEST   36 STREET",10018,"American"
"6171","DUNKIN' DONUTS","466","10 AVENUE",10018,"Donuts"
"6172","D.B.A.","41","1ST AVE",10003,"American"
"6173","NEW YORK CITY CENTER","130","W 56TH ST",10019,"American"
"6174","LITTLE POLAND RESTAURANT","200","2ND AVE",10003,"Polish"
"6175","DOUBLE ZERO","65","2ND AVE",10003,"American"
"6176","PANDA EXPRESS","414","8TH AVE",10001,"Chinese"
"6177","SUBWAY","1502","SAINT NICHOLAS AVE",10033,"Sandwiches/Salads/Mixed Buffet"
"6178","STARBUCKS","525","7 AVENUE",10018,"Caf̩/Coffee/Tea"
"6179","STARBUCKS","165","BROADWAY",10006,"Caf̩/Coffee/Tea"
"6180","MAMOUN'S FALAFEL","30","SAINT MARKS PL",10003,"Middle Eastern"
"6181","YAKINIKU WEST RESTAURANT","218","EAST    9 STREET",10003,"Japanese"
"6182","RUBIROSA PIZZA & RISTORANTE","235","MULBERRY STREET",10012,"Pizza/Italian"
"6183","TOUS LES JOURS","7","DIVISION ST",10002,"Chinese"
"6184","WOOPS! BAKESHOP","93","WORTH ST",10013,"Caf̩/Coffee/Tea"
"6185","NEW HARLEM/BESAME","2070","7TH AVE",10027,"American"
"6186","COLINA BAR","2263","2 AVENUE",10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6187","TRIOMPHE","49","WEST   44 STREET",10036,"American"
"6188","LOCAL 92","92","2ND AVE",10003,"Mediterranean"
"6189","La Margarita","151","LUDLOW ST",10002,"Pizza"
"6190","CHOP'T","54","SPRING ST",10012,"Salads"
"6191","PATSYS PIZZERIA","61","WEST 74TH STREET",10023,"Pizza/Italian"
"6192","YORKAFE","322","E 59TH ST",10022,"Caf̩/Coffee/Tea"
"6193","THE ORIGINAL VINCENT'S ESTABLISH 1904","119","MOTT STREET",10013,"Italian"
"6194","RED FARM/DECOY","529","HUDSON STREET",10014,"Chinese"
"6195","DUBLIN HOUSE","225","WEST   79 STREET",10024,"Irish"
"6196","DUNKIN DONUTS-BASKIN ROBBINS","240","E 23RD ST",10010,"Donuts"
"6197","MADMAN ESPRESSO","54","UNIVERSITY PL",10003,"Caf̩/Coffee/Tea"
"6198","RIVER COYOTE","121","LUDLOW ST",10002,"Tapas"
"6199","POKE GREEN","164","PEARL ST",10005,"Hawaiian"
"6200","BIN NO 220","220","FRONT STREET",10038,"American"
"6201","BEANS AND VINES","4842","BROADWAY",10034,"American"
"6202","STUDIO 151","151","AVENUE C",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6203","COFFEEBERRY","618","AMSTERDAM AVE",10024,"Jewish/Kosher"
"6204","RAVAGH PERSIAN GRILL","125","1ST AVE #127",10003,"Iranian"
"6205","TABLETIME","20","E 42ND ST",10017,"American"
"6206","KORALI ESTIATORIO","1662","3RD AVE",10128,"Greek"
"6207","HEAVEN'S HOT BAGEL","283","EAST HOUSTON STREET",10002,"Bagels/Pretzels"
"6208","3 GUYS RESTURANT","1232","MADISON AVENUE",10128,"American"
"6209","UNITED GROCERY & DELI","177","HUDSON STREET",10013,"Delicatessen"
"6210","CHICKEN PROVENCE","154","E 39TH ST",10016,"French"
"6211","LA CARIDAD 78","2199","BROADWAY",10024,"Chinese/Cuban"
"6212","BLACK CAT LES","172","RIVINGTON ST",10002,"Caf̩/Coffee/Tea"
"6213","Spring Hill Hotel","25","W 37TH ST",10018,"Continental"
"6214","DELISSIMO DELI & CAFE","39","EAST   60 STREET",10022,"Delicatessen"
"6215","WICHCRAFT","641","WEST   27 STREET",10001,"Sandwiches"
"6216","BRANDY LIBRARY LOUNGE","25","NORTH MOORE STREET",10013,"French"
"6217","RUSSIAN SAMOVAR","256","WEST   52 STREET",10019,"Russian"
"6218","FAMOUS BEN'S PIZZA OF SOHO","177","SPRING STREET",10012,"Pizza"
"6219","THE STUMBLE INN","1454","2 AVENUE",10021,"American"
"6220","99 CENTS BEST & FRESH PIZZA","166","WEST 27 STREET",10001,"Pizza"
"6221","ZUMA NEW YORK","261","MADISON AVE",10016,"Japanese"
"6222","THE RICE NOODLE","190","BLEECKER ST",10012,"Chinese"
"6223","NEW YORK SUSHI KO","91","CLINTON STREET",10002,"Japanese"
"6224","AFGHAN KEBAB HOUSE #1","764","9 AVENUE",10019,"Afghan"
"6225","HIRO SUSHI","160","FREEDOM PL",10069,"Japanese"
"6226","MANDARIN ORIENTAL HOTEL-BANQUET","80","COLUMBUS CIRCLE at 60th street",10023,"Other"
"6227","DUNKIN' DONUTS","544","6TH AVE",10011,"Donuts"
"6228","MODHU MITA INDIAN RESTAURANT","2546","7TH AVE",10039,"Indian"
"6229","HANA SUSHI","211","7 AVENUE",10011,"Japanese"
"6230","SPLENDID CHINA","2038","AMSTERDAM AVENUE",10032,"Chinese"
"6231","BASTA PASTA RESTAURANT","37","WEST 17 STREET",10011,"Italian"
"6232","ROCKWOOD MUSIC HALL","190","ALLEN STREET",10002,"Filipino"
"6233","PIZZA BEACH","1426","3RD AVE",10028,"Pizza/Italian"
"6234","GREAT JONES JUICE BAR","29","GREAT JONES STREET",10012,"Juice, Smoothies, Fruit Salads"
