"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"8281","SUBWAY","35","WEST   33 STREET",10001,"Sandwiches"
"8282","CAFE 21","22","CORTLANDT STREET",10007,"Caf̩/Coffee/Tea"
"8283","CHILLBOX","716","7TH AVE",10036,"Ice Cream, Gelato, Yogurt, Ices"
"8284","STUDIO 735","735 A","SAINT NICHOLAS AVE",10031,"American"
"8285","NEBULA BAR & KITCHEN","141","NAGLE AVE",10040,"Spanish"
"8286","RIO SAMBA RESTAURANT AND BAR","1469","5TH AVE",10035,"American"
"8287","SUITE 36","16","W 36TH ST",10018,"American"
"8288","NEW AROMA","465","WEST  125 STREET",10027,"Chinese"
"8289","LOL STAND UP COMEDY","711","7TH AVE",10036,"American"
"8290","TAL BAGEL","333","EAST   86 STREET",10028,"Bagels/Pretzels"
"8291","SWEETCATCH POKE BAR","642A","LEXINGTON AVE",10022,"Hawaiian"
"8292","THE LONDON NYC (EDR/PASTRY KITCHEN)","151","W 54TH ST",10019,"American"
"8293","IL RICCIO RESTAURANT","152","E 79TH ST",10075,"Italian"
"8294","BRADY'S BAR","1583","2 AVENUE",10028,"American"
"8295","PIER 60",NA,"AND WEST SIDE HIGHWAY",10011,"American"
"8296","JAMAICAN COOKSPOT","218","W 116TH ST",10026,"Caribbean"
"8297","SLEEP NO MORE AT THE MCKITTRICK HOTEL","530","WEST   27 STREET",10001,"American"
"8298","POPBAR","5","CARMINE STREET",10014,"Nuts/Confectionary"
"8299","OASIS JIMMA JUICE BAR","600","W 139TH ST",10031,"Juice, Smoothies, Fruit Salads"
"8300","MOLECULE WATER STORE","259","EAST   10 STREET",10009,"Bottled beverages, including water, sodas, juices, etc."
"8301","STARBUCKS","1700","BROADWAY",10019,"Sandwiches"
"8302","HAPPY BURRITO","211","E 14TH ST",10003,"Mexican"
"8303","SHUKO","47","E 12TH ST",10003,"Japanese"
"8304","FAVORITE CAFE","260","W 35TH ST",10001,"American"
"8305","STARBUCKS","424","PARK AVENUE SOUTH",10016,"American"
"8306","GOURMET DELI","341","7TH AVE",10001,"Delicatessen"
"8307","MONA'S","224","AVENUE B",10009,"American"
"8308","THE FERN","166","1ST AVE",10009,"American"
"8309","DUNKIN DONUTS","321","BROADWAY",10007,"Donuts"
"8310","NOBU FIFTY SEVEN","40","WEST   57 STREET",10019,"Japanese"
"8311","LITTLE RIVER","440","E 29TH ST",10016,"American"
"8312","SBARRO","1606","BROADWAY",10019,"Italian"
"8313","MCDONALD'S","490","8TH AVE",10001,"American"
"8314","DOMINO'S","464","3RD AVE",10016,"Pizza"
"8315","PRESSED JUICERY","2857","BROADWAY",10025,"Bottled beverages, including water, sodas, juices, etc."
"8316","DA VINCI PIZZA","44","WATER ST",10004,"Pizza"
"8317","PIZZA PARADISE","12","W 18TH ST",10011,"Pizza"
"8318","No. 7 SUB","1","W. 58TH STREET",10019,"American"
"8319","MARINO BAKERY","588","W 207TH ST",10034,"Bakery"
"8320","MENDY'S","10","PARK AVENUE",10016,"Jewish/Kosher"
"8321","OTTO'S TACOS","131","7TH AVE S",10014,"Mexican"
"8322","FAY DA BAKERY","191","CENTRE STREET",10013,"Bakery"
"8323","CASA","72","BEDFORD STREET",10014,"Brazilian"
"8324","LADUREE PARIS","864","MADISON AVE",10021,"French"
"8325","JOE & THE JUICE AMSTERDAM AVE","343","AMSTERDAM AVE",10024,"Other"
"8326","PICCOLA STRADA RESTAURANT","77","EAST 4 STREET",10003,"Italian"
"8327","MAMA EATERY","46","MULBERRY STREET",10013,"American"
"8328","HORUS KABAB HOUSE","93","AVENUE B",10009,"Middle Eastern"
"8329","ANPANMAN BAKERY CAFE","83","CANAL ST",10002,"Chinese"
"8330","TEA MAGIC","2878","BROADWAY",10025,"Caf̩/Coffee/Tea"
"8331","MALDONADO MEXICAN RESTAURANT","1726","AMSTERDAM AVENUE",10031,"Mexican"
"8332","GINA","2028","BROADWAY",10023,"Pizza/Italian"
"8333","GONG CHA","12","W 32ND ST",10001,"Caf̩/Coffee/Tea"
"8334","REVLON BAR - BELMONT ROOM @ METROPOLITAN OPERA","NKA","LINCOLN CENTER PLAZA",10023,"American"
"8335","LINCOLN RISTORANTE","142","WEST   65 STREET",10023,"Italian"
"8336","VIVA MEXICO DELI GROCERY","1577","SAINT NICHOLAS AVE",10040,"Mexican"
"8337","TIO PEPE","168","WEST    4 STREET",10014,"Seafood"
"8338","FILTERED COFFEE","4300","BROADWAY",10033,"Caf̩/Coffee/Tea"
"8339","ILILI BOX","NKA","FLAT IRON PUBLIC PLAZA NORTH",10010,"Mediterranean"
"8340","HYACINTH HAVEN HARLEM","2374","ADAM CLAYTON POWELL JR BLVD",10030,"American"
"8341","LEGENDS NYC","6","WEST   33 STREET",10001,"American"
"8342","TACOMBI BLEECKER ST.","255","BLEECKER ST",10014,"Mexican"
"8343","IL PITTINO","270","6TH AVE",10014,"Other"
"8344","ABECA SUSHI","121","E 27TH ST",10016,"Japanese"
"8345","DUNKIN' DONUTS, BASKIN ROBBINS","361","1 AVENUE",10010,"Donuts"
"8346","RICK'S CABARET","50","WEST   33 STREET",10001,"American"
"8347","GARDENIA TERRACE","826","10TH AVE",10019,"Mediterranean"
"8348","GROUND SUPPORT CAFE","399","WEST BROADWAY",10012,"American"
"8349","XIN WEI NING /D & M BAKERY INC","83","ESSEX ST",10002,"Bakery"
"8350","1 PIKE","1","PIKE ST",10002,"Caf̩/Coffee/Tea"
"8351","AROQA","206","9TH AVE",10011,"Other"
"8352","FANELLI CAFE","94","PRINCE STREET",10012,"American"
"8353","DIANA CENTER CAFETERIA","3009","BROADWAY",10027,"American"
"8354","Y & Y KOSHER DELI/SUSHI COUNTER  AT KEYFOOD","4365","BROADWAY",10033,"Jewish/Kosher"
"8355","AMERITTANIA","230","W 54TH ST",10019,"American"
"8356","NEDERLANDER THEATER BA","208","WEST   41 STREET",10036,"American"
"8357","BOUNDLESS PLAINS ESPRESSO","19","RECTOR ST",10006,"American"
"8358","JADE HOUSE","2131","AMSTERDAM AVE",10032,"Chinese"
"8359","LENWICH","66","W 9TH ST",10011,"American"
"8360","New Yorkers Pizza","2166","3RD AVE",10035,"Pizza/Italian"
"8361","NOHOHON TEA ROOM","9","SAINT MARKS PL",10003,"Japanese"
"8362","DUNKIN' DONUTS","175","VARICK STREET",10014,"Donuts"
"8363","8TH WONDER JUICE BAR","370","2ND AVE",10010,"Juice, Smoothies, Fruit Salads"
"8364","RISTORANTE SETTEPANI","196","LENOX AVENUE",10026,"Italian"
"8365","16 HANDLES","1161","1ST AVE",10065,"Ice Cream, Gelato, Yogurt, Ices"
"8366","PIG 'N' WHISTLE","58","WEST   48 STREET",10036,"Irish"
"8367","STRENGTH ORGANIC JUICE BAR","78","W 131ST ST",10037,"Juice, Smoothies, Fruit Salads"
"8368","THAI SON","89","BAXTER STREET",10013,"Vietnamese/Cambodian/Malaysia"
"8369","PINKBERRY STORE #15049","330","W 58TH ST",10019,"Ice Cream, Gelato, Yogurt, Ices"
"8370","LA TRATTORIA","844","2ND AVE",10017,"Pizza/Italian"
"8371","SUBWAY","33","W END AVE",10023,"Sandwiches"
"8372","VARIETY COFFEE ROASTERS","261","7TH AVE",10001,"Caf̩/Coffee/Tea"
"8373","CLINTON HALL SEAPORT/AMBROSE LOBSTER & BITES/CLINTON HALL SELF-POUR","19","FULTON ST",10038,"American"
"8374","NATIVE BEAN","36B","AVENUE A",10009,"American"
"8375","TAQUERIA DIANA","69","CLINTON ST",10002,"Mexican"
"8376","JUNIOR'S RESTAURANT","750","7TH AVE",10019,"American"
"8377","DHABA INDIAN CUISINE","108","LEXINGTON AVE",10016,"Indian"
"8378","Cocu Rotisserie","26","CARMINE ST",10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8379","CAFE GRUMPY","177","MOTT ST",10012,"Caf̩/Coffee/Tea"
"8380","STARBUCKS","1889","BROADWAY",10023,"Caf̩/Coffee/Tea"
"8381","BILLYMARKS WEST","332","9 AVENUE",10001,"American"
"8382","JEAN GEORGES","1","CENTRAL PARK WEST",10023,"French"
"8383","PITCH CENTER","99","HUDSON ST",10013,"Caf̩/Coffee/Tea"
"8384","MUNCHERY","521","WEST ST",10014,"American"
"8385","THE CREPE MASTER","139","W 116TH ST",10026,"American"
"8386","GLORIA","1216","BROADWAY",10001,"Other"
"8387","GOGO-GI","3908","BROADWAY",10032,"Korean"
"8388","DUNKIN' DONUTS, BASKIN ROBBINS","140","DELANCEY ST",10002,"Donuts"
"8389","GATO","324","LAFAYETTE ST",10012,"Mediterranean"
"8390","FIVE GUYS FAMOUS BURGERS AND FRIES","43","WEST   55 STREET",10019,"Hamburgers"
"8391","CHINA WOK KITCHEN","63","AVENUE D",10009,"Chinese"
"8392","RUE LA RUE","4396","BROADWAY",10040,"Caf̩/Coffee/Tea"
"8393","HAAGEN - DAZS","263","AMSTERDAM AVE",10023,"Ice Cream, Gelato, Yogurt, Ices"
"8394","DOG & BONE","338","3RD AVE",10010,"American"
"8395","AMELIA'S DINER","110","VARICK STREET",10013,"American"
"8396","BROADWAY CHICKEN AND GYRO","4927","BROADWAY",10034,"Chicken"
"8397","10 BELOW ICE CREAM","10","MOTT ST",10013,"Ice Cream, Gelato, Yogurt, Ices"
"8398","STARBUCKS COFFEE","400","EAST   90 STREET",10128,"Caf̩/Coffee/Tea"
"8399","TRADEMARK BURGER","110","THOMPSON ST",10012,"Sandwiches/Salads/Mixed Buffet"
"8400","AU ZA'ATAR","188","AVENUE A",10009,"American"
"8401","FRANCESCA LA VELA CUCINA","373","AMSTERDAM AVENUE",10024,"Italian"
"8402","SUBWAY","214","WEST   50 STREET",10019,"Sandwiches"
"8403","ATOMIC WINGS","184","1ST AVE",10009,"Other"
"8404","WAFELS & DINGES-LANDING","393","WEST ST",10014,"Ice Cream, Gelato, Yogurt, Ices"
"8405","VIVI BUBBLE TEA","18A","W 14TH ST",10011,"Caf̩/Coffee/Tea"
"8406",NA,"11","AVENUE OF THE AMERICAS",10013,"Other"
"8407","DIWAN-E- KHAAS","53","NASSAU STREET",10038,"Indian"
"8408","LOKAL","473","COLUMBUS AVE",10024,"Mediterranean"
"8409","STARBUCKS COFFEE","38","PARK ROW",10038,"Caf̩/Coffee/Tea"
"8410","ZAVO","1011","3RD AVE",10065,"Other"
"8411","RESTAURANT ASSOCIATES, INC","1133","AVE OF AMERICAS",10036,"American"
"8412","DUNKIN' DONUTS","80","JOHN ST",10038,"Donuts"
"8413","OPRY CITY STAGE","1604","BROADWAY",10019,"Soul Food"
"8414","GREEN APPLE GOURMET","20","W 37TH ST",10018,"American"
"8415","PAX","225","WEST   42 STREET",10036,"American"
"8416","SOFIA PIZZA SHOPPE","989","1ST AVE",10022,"Pizza"
"8417","Cecil","210","W 118TH ST",10026,"Other"
"8418","EL PUERTO","511","WEST  125 STREET",10027,"Seafood"
"8419","JUICE ISLAND","1025","3RD AVE",10065,"Juice, Smoothies, Fruit Salads"
"8420","C & L  DUMPLING HOUSE","77","CHRISTIE ST",10002,"Chinese"
"8421","STARBUCKS COFFEE COMPANY #29897","605","3RD AVE",10158,"Caf̩/Coffee/Tea"
"8422","GARDENIA DELI","404","8TH AVE",10001,"Armenian"
"8423","MAPLE","866","UNITED NATIONS PLZ",10017,"American"
"8424","SOFIA TAQUERIA PIZZERIA NAPOLITANA","582","W 207TH ST",10034,"Pizza/Italian"
"8425","MONTAGU'S GUSTO","645","2ND AVE",10016,"American"
"8426","PAD THAI","2115","FRDRCK DGLS BLVD",10026,"Thai"
"8427","TANG'S NOODLE","125","CANAL ST",10002,"Other"
"8428","HILTON GARDEN INN CHELSEA","121","W 28TH ST",10001,"American"
"8429",NA,"1611","2ND AVE",10028,"Other"
"8430","Wattle Cafe","489","3RD AVE",10016,"American"
"8431","MAJORELLE","28","E 63RD ST",10065,"French"
"8432","BANH MI SAIGON BAKERY","198","GRAND STREET",10013,"Vietnamese/Cambodian/Malaysia"
"8433","RED FLAME DINER","67","WEST   44 STREET",10036,"American"
"8434","LOVAGE","350","W 40TH ST",10018,"American"
"8435","MILK BAR WEST VILLAGE","74","CHRISTOPHER ST",10014,"Bakery"
"8436","GOGO ROCK","64A","BAYARD ST",10013,"Chinese"
"8437","STARBUCKS COFFEE #852","1657","BROADWAY",10019,"Caf̩/Coffee/Tea"
"8438","SUBWAY","300","W 135TH ST",10030,"Sandwiches"
"8439","PEOPLE'S POP'S","0","HIGHLINE PARK",10011,"Ice Cream, Gelato, Yogurt, Ices"
"8440","NATUROPATHICA CHELSEA","127","W 26TH ST",10001,"Caf̩/Coffee/Tea"
"8441","MAZ MEZCAL","316","EAST   86 STREET",10028,"Mexican"
"8442","NATTUTE","48","WEST 21 STREET",10010,"Vegetarian"
"8443","OST CAFE","511","GRAND ST",10002,"Caf̩/Coffee/Tea"
"8444","LA FONDA DEL SOL","200","PARK AVENUE",10166,"Spanish"
"8445","THE INTERNATIONAL CULINARY INSTITUTE","462","BROADWAY",10013,"American"
"8446","MERRIWEATHER","428","HUDSON ST",10014,"Australian"
"8447","BRAVO PIZZA","107","W 37TH ST",10018,"Jewish/Kosher"
"8448","DORLAN'S","213","FRONT ST",10038,"American"
"8449","THE GARRETT","296","BLEECKER ST",10014,"American"
"8450","ODDFELLOWS ICE CREAM","75","E 4TH ST",10003,"Ice Cream, Gelato, Yogurt, Ices"
"8451","TRATTORIA DELLA ARTE","900","7 AVENUE",10106,"Italian"
"8452","THE BLACK DERBY","310","W 4TH ST",10014,"American"
"8453","MCDONALDS # 6160","600","W 125TH ST",10027,"Hamburgers"
"8454","PRET A MANGER","299","7TH AVE",10001,"American"
"8455","AMY'S BREAD","1220","5TH AVE",10029,"Bakery"
"8456","SUGAR SWEET SUNSHINE","126","RIVINGTON STREET",10002,"Bakery"
"8457","COZY CAFE","43","EAST 1 STREET",10003,"Middle Eastern"
"8458","GIULIETTA'S CANTINA CLUB","13","CARMINE ST",10014,"Italian"
"8459","MEXICO LINDO RESTAURANT","459","2 AVENUE",10010,"Mexican"
"8460","7 GRAMS CAFFE","275","7TH AVE",10001,"Caf̩/Coffee/Tea"
"8461","Chouchou","215","E 4TH ST",10009,"American"
"8462","IRVING FARM COFFEE ROASTERS","78","W 3RD ST",10012,"American"
"8463","BM DELI & GROCERY","1916","3RD AVE",10029,"Bangladeshi"
"8464","49 GROVE","49","GROVE STREET",10014,"American"
"8465","YORKAFE","50112","EAST   83 STREET",10028,"Caf̩/Coffee/Tea"
"8466","BARCLAYS - 745 CDR","745","7TH AVE",10019,"Other"
"8467","CUCHIFRITO","168","EAST  116 STREET",10029,"Mexican"
"8468","PRET A MANGER","857","BROADWAY",10003,"Sandwiches"
"8469","CHIRPING CHICKEN","1560","2ND AVE",10028,"Chicken"
"8470","LA COLOMBE","400","LAFAYETTE STREET",10003,"Caf̩/Coffee/Tea"
"8471","CHINA ONE","609","MAIN ST",10044,"Other"
"8472","ATTRAVESIAMO","225","W BROADWAY",10013,"Italian"
"8473","MILLE-FEUILLE BAKERY","2175","BROADWAY",10024,"French"
"8474",NA,"154B","112TH STREET",10029,"Other"
"8475","THE ROYAL MUNKEY","438","2ND AVE",10010,"Indian"
"8476","BITTER ORANGE CAFE","1694","PARK AVE",10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8477","ZAIKA NEW YORK","230","E 44TH ST",10017,"Indian"
"8478","BARD BASEMENT FACULTY KITCHEN","50","HAVEN AVENUE",10032,"American"
"8479","GRK FRESH GREEK","51","E 8TH ST",10003,"Greek"
"8480","THE MERCER SUBMERCER","147","MERCER STREET",10012,"American"
"8481","EMACK & BOLIOS","1564","1 AVENUE",10028,"Ice Cream, Gelato, Yogurt, Ices"
"8482","PICA POLLO 809","1636","SAINT NICHOLAS AVE",10040,"Spanish"
"8483","SHADE","241","SULLIVAN STREET",10012,"American"
"8484","IBM EXECUTIVE DINING ROOM","590","MADISON AVE",10022,"American"
"8485","BAREBURGER","155","WILLIAM ST",10038,"Hamburgers"
"8486","BREAD & BUTTER","462","7TH AVE",10018,"American"
"8487","EAST AKINA SUSHI","424","E 14TH ST",10009,"Japanese"
"8488","LIVING THAI","931","AMSTERDAM AVE",10025,"Other"
"8489","DA ANDREA","35","WEST 13 STREET",10011,"Italian"
"8490","MIFUNE NEW YORK","245","E 44TH ST",10017,"Japanese"
"8491","Pizza Rollio","261","W 18TH ST",10011,"Other"
"8492","STARBUCKS","378","6 AVENUE",10011,"Caf̩/Coffee/Tea"
"8493","Le Bernardin Priv̩/Wine Bar","151","W 51ST ST",10019,"French"
"8494","PHO SHOP","1716","1ST AVE",10128,"Asian"
"8495","SAKURA OF JAPAN","73","NASSAU ST",10038,"Chinese"
"8496","ICHIRAN","132","W 31ST ST",10001,"Other"
"8497","STARBUCKS","135","JOHN STREET",10038,"Caf̩/Coffee/Tea"
"8498","MARTINA","198","E 11TH ST",10003,"Other"
"8499","MOM'S MIDTOWN","701","9TH AVE",10019,"American"
"8500","AMBER","1406","3RD AVE",10075,"Japanese"
"8501","SUBWAY","163","E 52ND ST",10022,"Sandwiches"
"8502","COURTYARD MARRIOTT/TABLE 181 SOHO","181","VARICK STREET",10014,"Caf̩/Coffee/Tea"
"8503","BAKED CRAVINGS","1673","LEXINGTON AVE",10029,"Bakery"
"8504","MIGHTY QUINN'S BBQ","1492","2ND AVE",10075,"Barbecue"
"8505","SUBWAY","1427","YORK AVE",10021,"Sandwiches"
"8506","BROADSTONE BAR & KITCHEN","88","BROAD ST",10004,"American"
"8507","MARKT CAFE RESTAURANT","676","6 AVENUE",10010,"American"
"8508","CHANDNI RESTAURANT","13","WEST   29 STREET",10001,"Indian"
"8509","BARBASSO","235","WEST 56TH STREET",10019,"Italian"
"8510","CROWN FRIED CHICKEN","2021","AMSTERDAM AVENUE",10032,"Chicken"
"8511","GO GO CURRY","231","THOMPSON STREET",10012,"Japanese"
"8512","STARBUCKS","2","W 45TH ST",10036,"Caf̩/Coffee/Tea"
"8513","GOOD STORY","231","HUDSON ST",10013,"American"
"8514","THE SHIP","158","LAFAYETTE ST",10013,"American"
"8515","EMPLOYEE CAFETERIA/CLOISTER TRIE CAFE","NKA","Fort Tryon Park",10034,"American"
"8516","STARBUCKS COFFEE","2621","BROADWAY",10025,"Caf̩/Coffee/Tea"
"8517","Beniam Cuisine","2795","FREDERICK DOUGLASS BLVD",10039,"Ethiopian"
"8518","SUBWAY","180","DYCKMAN ST",10040,"Sandwiches"
"8519","SUZU SUSHI","1075","1ST AVE",10022,"Chinese/Japanese"
"8520","PATSY'S PIZZERIA","2289","1ST AVE",10035,"Italian"
"8521","GREEN BEAN CAFE","1413","YORK AVE",10021,"Caf̩/Coffee/Tea"
"8522","MIGHTY BOWL","120","MACDOUGAL ST",10012,"Asian"
"8523","BOX KITE COFFEE","128","W 72ND ST",10023,"Caf̩/Coffee/Tea"
"8524","PARK VIEW CAFE","250","W 64TH ST",10023,"Caf̩/Coffee/Tea"
"8525","SQUISH MARSHMALLOWS","120","SAINT MARKS PL",10009,"Caf̩/Coffee/Tea"
"8526","IL VIOLINO","180","COLUMBUS AVE",10023,"Italian"
"8527","The Famous Chicken Place","592","3RD AVE",10016,"Chicken"
"8528","TRUMP SOHO MAIN KITCHEN CAFETERIA","246","SPRING STREET",10013,"American"
"8529","STARBUCKS","1411","6 AVENUE",10019,"Caf̩/Coffee/Tea"
"8530","SUBWAY","651","W 169TH ST",10032,"American"
"8531","THE MANSFIELD HOTEL","12","W 44TH ST",10036,"American"
"8532","DUNKIN DONUTS","1995","AMSTERDAM AVE",10032,"Donuts"
"8533","LOEW'S REGENCY BAR AND GRILL","540","PARK AVE",10065,"American"
"8534","STARBUCKS","150","VARICK STREET",10013,"Caf̩/Coffee/Tea"
"8535","ETHEL BARRYMORE THEATER","243","WEST   47 STREET",10036,"American"
"8536","THINK COFFEE","208","W 13TH ST",10011,"Caf̩/Coffee/Tea"
"8537","BARLOVENTO","430","3RD AVE",10016,"Spanish"
"8538","RON BEN-ISRAEL CAKES","247","W 38TH ST",10018,"Bakery"
"8539","BACI E VENDETTA","131","AVENUE A",10009,"Italian"
"8540","ARABELLE","37","EAST   64 STREET",10065,"American"
"8541","WINE:34","127","E 34TH ST",10016,"Italian"
"8542","BLUE RIBBON FEDERAL GRILL","84","WILLIAM ST",10038,"American"
"8543","BEEKMAN THEATRE","1271","2ND AVE",10065,"Other"
"8544","ZEN 6 RAMEN & GYOZA  HOUSE","328","EAST    6 STREET",10003,"Japanese"
"8545","GREGORYS COFFEE","12","E 46TH ST",10017,"Caf̩/Coffee/Tea"
"8546","HOLLAND BAR","532","9 AVENUE",10018,"American"
"8547","BRGR","1026","3 AVENUE",10065,"American"
"8548","HARLEM BLUES CAFE","2144","5TH AVE",10037,"French"
"8549","SUBWAY","666","5 AVENUE",10103,"Sandwiches"
"8550","DUNKIN' DONUTS, BASKIN ROBBINS","1880","3 AVENUE",10029,"Donuts"
"8551","PROLETARIAT NY","102","ST MARKS PLACE",10009,"American"
"8552","YAFA GRILL","57","CLINTON ST",10002,"Other"
"8553","AMELIE WINE BAR","566","AMSTERDAM AVE",10024,"Other"
"8554","SUSHUMAI ASIAN FUSION","112","STANTON ST",10002,"Japanese"
"8555","LA DELICE PASTRY SHOP","372","3 AVENUE",10016,"Bakery"
"8556","MEGU","355","W 16TH ST",10011,"Japanese"
"8557",NA,"207","MADISON ST",10002,"Other"
"8558","BEQU JUICE","350","E 9TH ST",10003,"Juice, Smoothies, Fruit Salads"
"8559","GREGORY'S COFFEE","20","E 40TH ST",10016,"Caf̩/Coffee/Tea"
"8560","AMERICAN AIRLINES THEATER","227","W 42ND ST",10036,"American"
"8561","ALT - A LITTLE TASTE","148","W 28TH ST",10001,"American"
"8562","R&R COFFEE","76","FULTON STREET",10038,"Caf̩/Coffee/Tea"
"8563","BINKI CAFE","42","ELDRIDGE ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"8564","SWERVE FITNESS","21","W 46TH ST",10036,"Juice, Smoothies, Fruit Salads"
"8565","TOMORROW","200","WATER ST",10038,"Chinese"
"8566","JUNIOR'S FRESH","4233","BROADWAY",10033,"Juice, Smoothies, Fruit Salads"
"8567","BARRY'S BOOTCAMP PARK AVE SOUTH","107","E 27TH ST",10016,"Juice, Smoothies, Fruit Salads"
"8568","PORTABLE CHEF","2191","3RD AVE",10035,"American"
"8569","THE THREE MONKEYS","236","WEST   54 STREET",10019,"American"
"8570","PIZZA MARKET","31","W 46TH ST",10036,"Pizza"
"8571","ROOM 1705","1705","1ST AVE",10128,"American"
"8572","PISILLO ITALIAN PANINI","97","NASSAU ST",10038,"Italian"
"8573","THE SPRING LOUNGE","48","SPRING STREET",10012,"American"
"8574","VERYTHAI","186","AVENUE B",10009,"Thai"
"8575","NOI DUE","143","WEST   69 STREET",10023,"Jewish/Kosher"
"8576","SUPREMA","305","BLEECKER ST",10014,"American"
"8577","LIFE RESTAURANT","19","W 31ST ST",10001,"Other"
"8578","TURKS & FROGS","323","WEST   11 STREET",10014,"French"
"8579","54 BELOW","254","WEST   54 STREET",10019,"American"
"8580","JUICE BAR NYC","1371","3RD AVE",10075,"Juice, Smoothies, Fruit Salads"
"8581","PRET A MANGER","380","LEXINGTON AVENUE",10168,"Sandwiches"
"8582",NA,"250","PARK AVE S",10003,"Other"
"8583","BARFLY","244","3RD AVE",10010,"American"
"8584","FAMOUS FAMIGLIA PIZZA","83","MAIDEN LN",10038,"Pizza/Italian"
"8585","RESTAURANT MARKETING ASSOCIATES","1177","AVE AMERICAS",10036,"American"
"8586","VIN SUR VINGT","66","W 84TH ST",10024,"Other"
"8587","TMPL GYM","355","W 49TH ST",10019,"Juice, Smoothies, Fruit Salads"
"8588","WAHI OYSTER BAR","4486","BROADWAY",10040,"Seafood"
"8589","ESTHER & CAROL","146","BOWERY",10013,"American"
"8590","AMY'S BREAD CAFE","40","LINCOLN CENTER PLZ",10023,"Bakery"
"8591","STARBUCKS","4761","BROADWAY",10034,"Caf̩/Coffee/Tea"
"8592","SHORTY'S","66","MADISON AVE",10016,"American"
"8593","VIN SUR VINGT","201","WEST   11 STREET",10014,"French"
"8594","SISTER'S UPTOWN BOOKSTORE","1942","AMSTERDAM AVENUE",10032,"Caf̩/Coffee/Tea"
"8595","PAPAYA DOG","50","FULTON ST",10038,"American"
"8596","ISLAND BURGERS & SHAKES","3147","BROADWAY",10027,"American"
"8597","SABA'S PIZZA","1217","LEXINGTON AVE",10028,"Pizza"
"8598","BARCLAY STREET CAFE","245","GREENWICH ST",10007,"Caf̩/Coffee/Tea"
"8599","STARBUCKS","150","EAST   42 STREET",10017,"Caf̩/Coffee/Tea"
"8600","BY CHLOE ROCEFELLER PLAZA","1","ROCKEFELLER PLZ",10020,"Other"
"8601","POKE CHAN","100","WILLIAM ST",10038,"Hawaiian"
"8602","NAOKI","311","W 17TH ST",10011,"Japanese"
"8603","ARTICHOKE BASILLE'S PIZZA","321","E 14TH ST",10003,"Pizza"
"8604","MAKIMAKI","1369","6TH AVE",10019,"Japanese"
"8605","SOUTHERN CROSS COFFEE","300","E 5TH ST",10003,"Caf̩/Coffee/Tea"
"8606","VANGUARD WINE BAR","1372","1ST AVE",10021,"French"
"8607","THE IRISH PUB","837","7 AVENUE",10019,"Irish"
"8608","UPSTAIRS  BAR","59","CANAL STREET",10002,"Asian"
"8609","NOI DUE CARNE","141","W 69TH ST",10023,"Jewish/Kosher"
"8610","AUNTEA","19","MOTT ST",10013,"Caf̩/Coffee/Tea"
"8611","CLANDESTINO CAFE AND BAR","35","CANAL STREET",10002,"French"
"8612","SUBWAY","21","MAIDEN LN",10038,"Sandwiches"
"8613","INATESSO CAFE CASANO","38","WEST STREET",10004,"Caf̩/Coffee/Tea"
"8614","COCOA","15","E 18TH ST",10003,"Caf̩/Coffee/Tea"
"8615","NISH NUSH","41","JOHN ST",10038,"Jewish/Kosher"
"8616","COFFEE MANIA RESTAURANT","5","BRYANT PARK",10018,"American"
"8617","SPIN CERAMICS","13","CROSBY ST",10013,"Caf̩/Coffee/Tea"
"8618","SUBWAY INN","1140","2ND AVE",10065,"American"
"8619","SUGAR CAFE","500","W 145TH ST",10031,"Caf̩/Coffee/Tea"
"8620","SUMMER GARDEN","10","WEST   50 STREET",10020,"American"
"8621","VATAN","409","3RD AVE",10016,"Indian"
"8622","NOM WAH","10","KENMARE ST",10012,"Chinese"
"8623","STARBUCKS","2394","BROADWAY",10024,"Caf̩/Coffee/Tea"
"8624","THE WILD SON","53","LITTLE WEST 12TH STREET",10014,"Spanish"
"8625","CAFE WATER","130","WATER ST",10005,"American"
"8626","MANGO MANGO DESSERT","23","SAINT MARKS PLACE",10003,"Juice, Smoothies, Fruit Salads"
"8627","GREAT PERFORMANCES","250","BOWERY",10012,"Caf̩/Coffee/Tea"
"8628","BLUE & GOLD DELI","510","EAST   62 STREET",10065,"American"
"8629","LA COLOMBE","7","BRYANT PARK",10018,"Caf̩/Coffee/Tea"
"8630","RAMEN TAKUMI","517","3 AVENUE",10016,"Japanese"
"8631","LE PAIN QUOTIDIEN","1271","6 AVENUE",10020,"French"
"8632","MALECON RESTAURANT","4141","BROADWAY",10033,"Spanish"
"8633","JIMBO'S HAMBURGER PLACE","991","FIRST AVENUE",10022,"American"
"8634","DUNKIN' DONUTS","168","W 48 STREET",10036,"Donuts"
"8635","MILK BAR NOLITA","246","MOTT ST",10012,"Caf̩/Coffee/Tea"
"8636","STARBUCKS #23044","399","7TH AVE",10001,"Caf̩/Coffee/Tea"
"8637","OLYMPIC PIER CAFE","711","12TH AVE",10019,"American"
"8638",NA,"3805","10TH AVE",10034,"Other"
