"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"3483","MASSERIA DEI VINI","889","9TH AVE",10019,"Italian"
"3484","BOKA","9","SAINT MARKS PLACE",10003,"Korean"
"3485","MAC JUICE","277","PARK AVENUE",10172,"Juice, Smoothies, Fruit Salads"
"3486","HAVANA ALMA DE CUBA","94","CHRISTOPHER STREET",10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3487","OSAMIL","5","W 31ST ST",10001,"Korean"
"3488","DOWN TOWN ASSOCIATION","60","PINE STREET",10005,"American"
"3489","LE MONDE","2883","BROADWAY",10025,"French"
"3490","HIBERNIA","401","WEST   50 STREET",10019,"Irish"
"3491","LITTLE ITALY PIZZA","46","FULTON ST",10038,"Pizza"
"3492","THE GREEK KITCHEN  CLINTON BAKERY CAFE","889","10 AVENUE",10019,"Greek"
"3493","VAN DIEMENS","383","3 AVENUE",10016,"American"
"3494","STARBUCKS","345","EAST   69 STREET",10021,"Caf̩/Coffee/Tea"
"3495","FELICE","15","GOLD STREET",10038,"Italian"
"3496","FRENCH ROAST","2340","BROADWAY",10024,"French"
"3497","THE HILL","416","3 AVENUE",10016,"American"
"3498","ROBATAYA","231","E 9TH ST",10003,"Japanese"
"3499","MALACHY'S","103","WEST   72 STREET",10023,"Irish"
"3500","AHANA JAPANESE FUSION CUISINE","1154","1ST AVENUE",10065,"Japanese"
"3501","JUNG SIK","6","HARRISON STREET",10013,"Korean"
"3502","WAH FUNG 1 FAST FOOD","79","CHRYSTIE STREET",10002,"Chinese"
"3503","MUSCLE MAKER GRILL","347","3RD AVE",10010,"American"
"3504","FIVE AND DIME","8","PARK PL",10007,"Caf̩/Coffee/Tea"
"3505","CHOP SHOP","254","10 AVENUE",10001,"Asian"
"3506","THE RAIL LINE DINER","400","WEST   23 STREET",10011,"American"
"3507","COCINA DEL SUR","40","W 38TH ST",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3508","BANK OF AMERICA CAFE","1","BRYANT PARK",10036,"American"
"3509","JACK'S SLIDERS AND SUSHI","171","3 AVENUE",10003,"Asian"
"3510","PRET A MANGER - next to escalators to 34th Street","1","PENN PLZ",10119,"Sandwiches"
"3511","TESSA","349","AMSTERDAM AVE",10024,"Mediterranean"
"3512","GRAY'S PAPAYA","2080","BROADWAY",10023,"Hotdogs"
"3513","MUSEUM OF SEX/PLAY","233","5TH AVENUE, UPPER LEVEL",10016,"American"
"3514","DUMPLING KINGDOM","227","SULLIVAN ST",10012,"Chinese"
"3515","BARNACHO","920","2ND AVE",10017,"Mexican"
"3516","EXCHANGE HOTEL","129","FRONT STREET",10005,"American"
"3517","CHICKEN BAR","717","8 AVENUE",10036,"Chicken"
"3518","STAGE STAR DELI","105","WEST 55 STREET",10019,"Delicatessen"
"3519","CAFE BILBOQUET","26","E 60TH ST",10022,"French"
"3520","KELLOGG'S NYC","1600","BROADWAY",10019,"Other"
"3521","MR. CHOW RESTAURANT","324","EAST   57 STREET",10022,"Chinese"
"3522","BIBI WINECELLAR","211","E 4TH ST",10009,"American"
"3523","RICARDO STEAK HOUSE","2145","2 AVENUE",10029,"Steak"
"3524","TRIBECA PARK CAFE","1","WALKER STREET",10013,"Delicatessen"
"3525","ODESSA","119","AVENUE A",10009,"American"
"3526","DOLCINO TRATTORIA TOSCANA","517","2 AVENUE",10016,"Italian"
"3527","DA NOI","214","EAST   49 STREET",10017,"Italian"
"3528","EPICE CAFE","297","7TH AVE",10001,"American"
"3529","EL SABROSO RESTAURANT","265","W 37TH ST",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3530","TASTY HAND-PULLED NOODLES","648","9TH AVE",10036,"Chinese"
"3531","STRIP HOUSE","15","WEST   44 STREET",10036,"Steak"
"3532","Bar B","84","7TH AVE",10011,"Italian"
"3533","Da Gennaro","129","MULBERRY STREET",10013,"Italian"
"3534","Quintessence Restaurant","263","E 10TH ST",10009,"Vegetarian"
"3535","GIOVANNI'S ITALIAN PIZZERIA","1011","COLUMBUS AVE",10025,"Other"
"3536","SERAFINA FABULOUS PIZZA","1022","MADISON AVENUE",10075,"Italian"
"3537","FLATIRON HALL","38","WEST 26TH ST",10010,"American"
"3538","O'NIEALS","174","GRAND STREET",10013,"American"
"3539","TAJ II","48","WEST   21 STREET",10010,"American"
"3540","NEW YORK UNIVERSITY - KIMMEL STUDENT CENTER CAFETERIA","60","WASHINGTON SQUARE SOUTH",10012,"American"
"3541","TATAKI SUSHI RESTAURANT","3","LISPENARD ST",10013,"Japanese"
"3542","HOT & CRUSTY BAGELS CAFE","1276","LEXINGTON AVENUE",10028,"Bagels/Pretzels"
"3543","DOWNTOWN GALWAY HOOKER","133","7 AVENUE SOUTH",10014,"Irish"
"3544","MURRAY'S FALAFEL AND GRILL","261","1ST AVE",10003,"Jewish/Kosher"
"3545","KOYZINA KAFE","62","WILLIAM STREET",10005,"American"
"3546","MOZZARELLA & VINO","33","WEST   54 STREET",10019,"Italian"
"3547","FINNEGAN'S WAKE PUB","1361","FIRST AVENUE",10021,"American"
"3548","THE POKESPOT","25","CLEVELAND PL",10012,"Hawaiian"
"3549","SUSHI DOJO","110","1ST AVE",10009,"Japanese"
"3550","RED STAR RESTAURANT","112","EAST  116 STREET",10029,"Chinese"
"3551","CARRY ON TEA & SYMPATHY","110","GREENWICH AVENUE",10011,"English"
"3552","UNITED FRIED CHICKEN","2519","AC POWELL BOULEVARD",10039,"Chicken"
"3553","HANAMI SUSHI","857","9TH AVE",10019,"Japanese"
"3554","UNDERLINE COFFEE","511","W. 20TH STREET",10011,"Caf̩/Coffee/Tea"
"3555","LIMON JUNGLE EMPANADAS","197","7TH AVE",10011,"Mexican"
"3556","PEKING DUCK HOUSE","236","EAST   53 STREET",10022,"Chinese"
"3557","33 GOURMET","552","8TH AVE",10018,"Delicatessen"
"3558","WEST 3RD COMMON","1","WEST    3 STREET",10012,"American"
"3559","THE NEW AMITY RESTAURANT","1134","MADISON AVENUE",10028,"American"
"3560","BREAD MARKET CAFE","1290","6 AVENUE",10119,"American"
"3561","HIROHISA","73","THOMPSON ST",10012,"Japanese"
"3562","THE HAMILTON","998","AMSTERDAM AVE",10025,"American"
"3563","OLYMPIA CAFE","664","LEXINGTON AVE",10022,"Delicatessen"
"3564","AMURA JAPANESE RESTAURANT","1567","2ND AVE",10028,"Japanese"
"3565","ARGO TEA CAFE","75","UNIVERSITY PLACE",10003,"Caf̩/Coffee/Tea"
"3566","GRAB & GO","2096","5TH AVE",10035,"Delicatessen"
"3567","LA MIA PIZZA","1488","1 AVENUE",10075,"Pizza"
"3568","THINK COFFEE","280","3RD AVE",10010,"Caf̩/Coffee/Tea"
"3569","ANNABEL","809","9TH AVE",10019,"Italian"
"3570","FRAME","552","7TH AVE",10018,"Delicatessen"
"3571","MI RANCHITO MEXICAN RESTAURANT","1468","ST NICHOLAS AVENUE",10033,"Mexican"
"3572","EMPORIUM BRASIL RESTAURANT","15","WEST   46 STREET",10036,"Brazilian"
"3573","HARDWARE BAR","697","10 AVENUE",10036,"American"
"3574","CONGEE VILLAGE","100","ALLEN ST",10002,"Chinese"
"3575","ALLIANCE BERNSTEIN","1345","AVENUE OF THE AMERICAS",10105,"American"
"3576","BALADE EASTERN MEDITERRANEAN","144","W 37TH ST",10018,"Middle Eastern"
"3577","TAQUERIA Y FONDA LA MEXICANA","968","AMSTERDAM AVENUE",10025,"Mexican"
"3578","JUICE GENERATION","245","BLEECKER ST",10014,"Juice, Smoothies, Fruit Salads"
"3579","HOTEL PENNSYLVANIA","401","7 AVENUE",10001,"American"
"3580","ANGELO BELLINI","224","EAST   53 STREET",10022,"Italian"
"3581","MAXWELL'S BAR & RESTAURANT","1325","5TH AVE",10029,"American"
"3582","FIKA","380","LEXINGTON AVE",10168,"Caf̩/Coffee/Tea"
"3583","BOMBAY SANDWICH CO","48","W. 27TH STREET",10001,"Vegetarian"
"3584","OPEN MARKET","15","WILLIAM ST",10005,"American"
"3585","OPEN KITCHEN","123","WILLIAM ST",10038,"American"
"3586","MOTHER BURGER","329","WEST   49 STREET",10019,"Hamburgers"
"3587","HALE & HEARTY SOUP","55","WEST   56 STREET",10019,"Soups & Sandwiches"
"3588","Bar 180","4241","BROADWAY",10033,"American"
"3589","VICTOR'S CAFE","236","WEST   52 STREET",10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3590","HILL AND BAY","581","2ND AVENUE",10016,"American"
"3591","LATIN SOCIAL COCINA-BAR","75","MAIDEN LN",10038,"American"
"3592","TSAMPA","212","EAST 9 STREET",10003,"Asian"
"3593","HEART OF INDIA","77","2 AVENUE",10003,"Indian"
"3594","SAN MATTEO PIZZERIA E CUCINA","1559","2ND AVE",10028,"Italian"
"3595","SAHIB","104","LEXINGTON AVE",10016,"Indian"
"3596","USHIWAKAMARU","362","W 23RD ST",10011,"Japanese"
"3597","SUSHI ZO","88","W 3RD ST",10012,"Japanese"
"3598","BRODY'S BAGELS","125","FULTON STREET",10038,"Bagels/Pretzels"
"3599","THE LAMBS CLUB","130","WEST   44 STREET",10036,"American"
"3600","BE JUICE","121","UNIVERSITY PL",10003,"Juice, Smoothies, Fruit Salads"
"3601","SUBWAY","2","W 35TH ST",10001,"Sandwiches"
"3602","SUB CONSCIOUS","1213","AMSTERDAM AVE",10027,"Sandwiches/Salads/Mixed Buffet"
"3603","Patiala Grill","371","W 34TH ST",10001,"Indian"
"3604","KFC","1922","3 AVENUE",10029,"American"
"3605","MISS KOREA BARBECUE ''SUN''","10","W 32ND ST",10001,"Korean"
"3606","JOSHUA TREE","513","3 AVENUE",10016,"American"
"3607","SUBWAY","716","3 AVENUE",10017,"Sandwiches"
"3608","BERIMBAU","43","CARMINE STREET",10014,"Brazilian"
"3609","DEMARCHELIER RESTAURANT","50","EAST   86 STREET",10028,"French"
"3610","SMALLS JAZZ CLUB","183","WEST   10 STREET",10014,"American"
"3611","CABANA","1022","3 AVENUE",10065,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3612","LASANI RESTAURANT","15","WEST   29 STREET",10001,"Pakistani"
"3613","LIQUITERIA","63","W 8TH ST",10011,"Juice, Smoothies, Fruit Salads"
"3614","GUASTAVINO'S","409","EAST   59 STREET",10022,"American"
"3615","1 DARBAR","152","EAST   46 STREET",10017,"Indian"
"3616","DUN-WELL DOUGHNUTS","102","SAINT MARKS PL",10009,"Donuts"
"3617","YO SUSHI","208","3RD AVE",10003,"Japanese"
"3618","THE TULCINGO AZTECA","3861","10 AVENUE",10034,"Mexican"
"3619","FAMOUS FAMIGLIA PIZZERIA","488","8 AVENUE",10001,"Pizza"
"3620","SUM HING CHINESE RESTAURANT","1520","AMSTEREDAM AVE",10031,"Chinese"
"3621","GABRIELA'S RESTAURANTE","688","COLUMBUS AVENUE",10025,"Mexican"
"3622","BY THE WAY BAKERY","2442","BROADWAY",10024,"Caf̩/Coffee/Tea"
"3623","SKY ROOM","330","WEST   40 STREET",10018,"American"
"3624","GENES @ BARNEYS","660","MADISON AVENUE",10065,"American"
"3625","MING'S DELIGHT","594","3 AVENUE",10016,"Chinese"
"3626","ECUATORIANA RESTAURANT","16851687","AMSTERDAM AVENUE",10031,"Spanish"
"3627","FIVE TACOS","119","SAINT MARKS PLACE",10009,"Mexican"
"3628","EL MALECON RESTAURANT","764","AMSTERDAM AVENUE",10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3629","SUSHIDEN","1251","AVENUE OF THE AMERICAS",10020,"Japanese"
"3630","ROYAL 35 STEAK HOUSE","1","E 35TH ST",10016,"American"
"3631","JOE","550","WEST  120 STREET",10027,"American"
"3632","AMAZE FUSION & LOUNGE","694","3RD AVE",10017,"Asian"
"3633","IL MELOGRANO","501","WEST 51 STREET",10019,"Italian"
"3634","BEN'S PIZZA","123","MACDOUGAL ST",10012,"Pizza"
"3635","MCDONALD'S","3809","BROADWAY",10032,"American"
"3636","10TH AVENUE PIZZA & CAFE","256","10TH AVE BET 24 & 25 ST )",10001,"Pizza"
"3637","BEN & JERRY'S","200","W. 44TH STREET",10036,"Ice Cream, Gelato, Yogurt, Ices"
"3638","LUCKY'S FAMOUS BURGERS","264","WEST   23 STREET",10011,"Hamburgers"
"3639","CANALETTO RISTORANTE","208","EAST   60 STREET",10022,"Italian"
"3640","AMC THEATRES","570","2 AVENUE",10016,"American"
"3641","REPUBLIC RESTAURANT","37","UNION SQUARE WEST",10003,"Thai"
"3642","EMPIRE CAKE","112","8 AVENUE",10011,"Bakery"
"3643","HARPER'S BREAD HOUSE","271","GRAND ST",10002,"Bakery"
"3644","BUKHARA GRILL","217","EAST   49 STREET",10017,"Indian"
"3645","CHINATOWN RESTAURANT","1650","3RD AVE",10128,"Asian"
"3646","THE CENTURY ASSOCIATION","7","WEST   43 STREET",10036,"American"
"3647","CUCINA BENE PIZZERIA","41","EXCHANGE PLACE",10005,"Pizza"
"3648","DONUT PUB","203","WEST   14 STREET",10011,"Donuts"
"3649","EL RANCHO BURRITOS","359","WEST   45 STREET",10036,"Tex-Mex"
"3650","JIVAMUKTEA CAFE","841","BROADWAY",10012,"Vegetarian"
"3651","LIBERTY DELI","22","E 49TH ST",10017,"Delicatessen"
"3652","IPIC THEATERS","11","FULTON ST",10038,"American"
"3653","DUNKIN' DONUTS","33","BEAVER ST",10004,"Donuts"
"3654","GEMINI DINER","641","2 AVENUE",10016,"American"
"3655","POINT BREAK","12","WEST   45 STREET",10036,"American"
"3656","MAX RESTAURANT","181","DUANE STREET",10013,"Italian"
"3657","GO GO CURRY","144","W 19TH ST",10011,"Japanese"
"3658","CIAO FOR NOW","521","EAST   12 STREET",10009,"Caf̩/Coffee/Tea"
"3659","Stage 42","422","WEST   42 STREET",10036,"American"
"3660","PANCHO'S ANTOJITOS MEXICANOS","964","AMSTERDAM AVENUE",10025,"American"
"3661","EL NUEVO CARIDAD RESTAURANT","1618","ST NICHOLAS AVENUE",10040,"Spanish"
"3662","IRVINGTON BAR AND RESTAURANT/STUDIO/LILIUM","201","PARK AVE S",10003,"American"
"3663","THE IRON HORSE","32","CLIFF STREET",10038,"American"
"3664","THE SPOTTED PIG","314","WEST   11 STREET",10014,"American"
"3665","STARBUCKS COFFEE","315","7 AVENUE",10001,"Caf̩/Coffee/Tea"
"3666","PROHIBITION","503","COLUMBUS AVENUE",10024,"American"
"3667","NEW ARPING RESTAURANT","45","DIVISION ST",10002,"Chinese"
"3668","LE SINGE VERT","160","7 AVENUE",10011,"French"
"3669","AMORE","125","W 26TH ST",10001,"Italian"
"3670","SLICE & CO. BRICK OVEN PIZZA","527","6 AVENUE",10011,"Pizza"
"3671","INDIE FOOD AND WINE","144","WEST   65 STREET",10023,"American"
"3672","GREEN FIG","570","10TH AVE",10036,"American"
"3673","SAVORY","15","W 39TH ST",10018,"American"
"3674","LITTLE CAESARS","1332","SAINT NICHOLAS AVE",10033,"Pizza"
"3675","JAKE'S DILEMMA","430","AMSTERDAM AVENUE",10024,"American"
"3676","CAFE WATER","519","6TH AVE",10011,"American"
"3677","SUBWAY","344","W 145TH ST",10039,"Soups & Sandwiches"
"3678","IRVING FARM COFFEE ROASTERS","88","ORCHARD STREET",10002,"American"
"3679","PICCOLA CUCINA","184","PRINCE STREET",10012,"Italian"
"3680","NEW KAM LAI","514","AMSTERDAM AVE",10024,"Chinese"
"3681","INDIAN PROJECT","243","W 38TH ST",10018,"Indian"
"3682","FIREHOUSE","522","COLUMBUS AVENUE",10024,"American"
"3683","SWING 46 JAZZ AND SUPPER CLUB","349","WEST   46 STREET",10036,"American"
"3684","BOOTH THEATER","220","WEST 45 STREET",10036,"American"
"3685","FLEET BAKERY","24","BOWERY",10013,"Bakery"
"3686","RESERVIOR","70","UNIVERSITY PL",10003,"American"
"3687","TRIBECA TAVERN","247","WEST BROADWAY",10013,"American"
"3688","RUSTIC TABLE","500","W 42ND ST",10036,"Mediterranean"
"3689","ORIGINAL PUGLIA RISTORANTE ITALIANO","189","HESTER STREET",10013,"Italian"
"3690","NOODLES 28","417","3RD AVE",10016,"Chinese"
"3691","LITTLE RASCAL","163","ELIZABETH STREET",10012,"Turkish"
"3692","PERFECT PICNIC","81","ALLEN ST",10002,"Sandwiches"
"3693","IRVING FARM","71","IRVING PLACE",10003,"American"
"3694","The Heritage Hotel","18","WEST   25 STREET",10010,"American"
"3695","THE QUARTER","522","HUDSON STREET",10014,"American"
"3696","BILL'S BAR & BURGERS","22","9 AVENUE",10014,"Hamburgers"
"3697","NEW 21 SHANGHAI HOUSE","21","DIVISION ST",10002,"Chinese"
"3698","POTBELLY SANDWICH WORKS","19","WEST   45 STREET",10036,"Sandwiches/Salads/Mixed Buffet"
"3699","CEVICO'S RESTAURANT","125","NAGLE AVE",10040,"Spanish"
"3700","GOLDING CAFE (NEW YORK UNIVERSITY LAW SCHOOL - VANDERBILT HALL)","40","WASHINGTON SQUARE SOUTH",10012,"American"
"3701","LION LION","332","E 116TH ST",10029,"American"
"3702","STK","1114","AVENUE OF THE AMERICAS",10036,"Steak"
"3703","BIRCH COFFEE","62","MADISON AVE",10016,"Caf̩/Coffee/Tea"
"3704","JORDAN SNACK BAR AND BURGER","4419","BROADWAY",10040,"Spanish"
"3705","MANHATTAN WEST","25","EAST   78 STREET",10075,"American"
"3706","P.J. CHARLTON","549","GREENWICH STREET",10013,"Italian"
"3707","GEORGIA'S EASTSIDE BBQ","192","ORCHARD STREET",10002,"Barbecue"
"3708","THE LITTLE BEET","320","PARK AVE",10022,"American"
"3709","THE WATERING HOLE","106","EAST   19 STREET",10003,"American"
"3710","CASA MEZCAL","86","ORCHARD STREET",10002,"Mexican"
"3711","VANESSA'S DUMPLING","220","EAST   14 STREET",10003,"Chinese"
"3712","BAGEL CAFE","429","3RD AVE",10016,"American"
"3713","SMITH & WOLLENSKY","201","EAST 49th STREET",10017,"American"
"3714","SOHO GRAND HOTEL","310","WEST BROADWAY",10013,"American"
"3715","MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA","2","EAST 55 STREET",10022,"American"
"3716","PIERS PIZZA COMPANY","61","CHELSEA PIERS PIER",10011,"Pizza"
"3717","GRAND SICHUAN EASTERN","172","8 AVENUE",10011,"Chinese"
"3718","HIGHLANDS RESTAURANT","150","WEST   10 STREET",10014,"English"
"3719","KOTOBUKI","56","3RD AVE",10003,"Japanese"
"3720","BROADWAY RESTAURANT","2664","BROADWAY",10025,"American"
"3721","PRO THAI","1575","LEXINGTON AVE",10029,"Thai"
"3722","FRESH & CO","1260","LEXINGTON AVE",10028,"American"
"3723","AKDENIZ MEDITERRANEAN CUISINE","19","W 46TH ST",10036,"Turkish"
"3724","FAIRFIELD INN","21","WEST   37 STREET",10018,"American"
"3725","PRUNE","54","EAST    1 STREET",10003,"American"
"3726","RAMEN MEIJIN","1574","2ND AVE",10028,"Japanese"
"3727","ANDAZ 5TH AVENUE","485","5TH AVE",10017,"American"
"3728","HENDRIKS","557","3RD AVE",10016,"American"
"3729","FATTY FISH","406","EAST   64 STREET",10065,"Asian"
"3730","MET LIFE TEA BAR / GRAB & GO","200","PARK AVE",10166,"Caf̩/Coffee/Tea"
"3731","THE COTTAGE","360","AMSTERDAM AVENUE",10024,"Chinese"
"3732","MANGIA","422","MADISON AVE",10017,"American"
"3733","Indian Accent","123","W 56TH ST",10019,"Indian"
"3734","310 BOWERY BAR","310","BOWERY",10012,"American"
"3735","MUDVILLE SALOON","126","CHAMBERS STREET",10007,"American"
"3736","G&J'S PIZZERIA","1797","1ST AVE",10128,"Pizza/Italian"
"3737","MATSU JAPANESE CUISINE","483","COLUMBUS AVENUE",10024,"Japanese"
"3738","CAFE 31","220","WEST   31 STREET",10001,"American"
"3739","BURGER KING","154","E 116TH ST",10029,"Hamburgers"
"3740","GINA MEXICANA","1288","MADISON AVE",10128,"Mexican"
"3741","GREAT WALL","536","3RD AVE",10016,"Chinese"
"3742","RUTH'S CHRIS STEAKHOUSE","148","WEST   51 STREET",10019,"Steak"
"3743","LADY M CONFECTIONS (Plaza Hotel 770 5th avenue)","1","WEST   59 STREET",10019,"Bakery"
"3744","SABOR BORINQUENO # 2","205","EAST  122 STREET",10035,"Spanish"
"3745","PATSY'S PIZZERIA","801","2 AVENUE",10017,"Pizza/Italian"
"3746","tutto il giorno","114","FRANKLIN ST",10013,"Italian"
"3747","ALEX CAFE & DELI","1018","LEXINGTON AVENUE",10021,"American"
"3748","COMFORT INN","548","WEST 48TH STREET",10036,"American"
"3749","MCDONALD'S","724","BROADWAY",10003,"Hamburgers"
"3750","TIR NA NOG IRISH BAR & GRILL","315","W 39TH ST",10018,"Irish"
"3751","SNACK TAVERNA","63","BEDFORD STREET",10014,"Greek"
"3752","UNCLE PAULS PIZZA NY","70","VANDERBILT AVENUE",10017,"Pizza/Italian"
"3753","SUBWAY","28","WATER ST",10004,"Sandwiches"
"3754","CHAMPION PIZZA","17","CLEVELAND PLACE",10012,"Pizza/Italian"
"3755","MOMOYA","427","AMSTERDAM AVE",10024,"Japanese"
"3756","THE LITTLE BEET / MELT SHOP","135","W 50TH ST",10020,"American"
"3757","CENTRAL PARK TENNIS SNACK BAR","0","WEST 96 STREET",10025,"Caf̩/Coffee/Tea"
"3758","SUSHI ROXX","120","EAST   39 STREET",10016,"American"
"3759","BELLE REVE","305","CHURCH ST",10013,"American"
"3760","NEW FRESH WOK","1777","1ST AVE",10128,"Chinese"
"3761","OSLO COFFEE ROASTERS","422","EAST   75 STREET",10021,"Caf̩/Coffee/Tea"
"3762","KEN & COOK","19","KENMARE STREET",10012,"Italian"
"3763","CHAAN TENG","698","9TH AVE",10036,"Chinese"
"3764","DOMA NA ROHU","27 12","MORTON STREET",10014,"German"
"3765","VIETSPOT","99","NASSAU ST",10038,"Asian"
"3766","HONG GARDEN CHINESE RESTAURANT","2515","7 AVENUE",10039,"Chinese"
"3767","SPICE","975","AMSTERDAM AVE",10025,"Thai"
"3768","SHRINE/YATENGA","22712269","7 AVENUE",10030,"African"
"3769","NOSH! - COURTYARD BY MARRIOTT","114","WEST   40 STREET",10018,"American"
"3770","ZHENG FUZHOU CUISINE INC.","13B","ELDRIDGE ST",10002,"Chinese"
"3771","CASA TOSCANA","1000","8TH AVENUE",10019,"Italian"
"3772","BACARO","136","DIVISION STREET",10002,"Italian"
"3773","SOFITEL NEW YORK","45","WEST 44 STREET",10036,"American"
"3774","AKI KING","219","E 23RD ST",10010,"Chinese"
"3775","ONE AND ONE","12","1 AVENUE",10009,"Irish"
"3776","LENWICH","469","COLUMBUS AVE",10024,"Sandwiches"
"3777","REIF'S TAVERN","302","EAST   92 STREET",10128,"American"
"3778","55 BAR","55","CHRISTOPHER STREET",10014,"American"
"3779","STOP & EAT","39","W 31ST ST",10001,"Sandwiches/Salads/Mixed Buffet"
"3780","THINK COFFEE","248","MERCER STREET",10012,"Caf̩/Coffee/Tea"
"3781","TRACKS RAW BAR & GRILL","11","PENN STATION 33RD STREET",10001,"American"
"3782","BABAGHANOUSH","165","CHURCH STREET",10007,"Middle Eastern"
"3783","SERAFINA","2178","BROADWAY",10024,"American"
"3784","SALAAM BOMBAY","319","GREENWICH STREET",10013,"Indian"
"3785","OAXACA GREENWICH","48","GREENWICH AVE",10011,"Mexican"
"3786","LE COLONIAL","149","EAST   57 STREET",10022,"Asian"
"3787","TAPPO","49","WEST   24 STREET",10010,"Italian"
"3788","SOB's","200","VARICK STREET",10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3789","TACO HUT","3210","BROADWAY",10027,"Tex-Mex"
"3790","DANJI","346","WEST   52 STREET",10019,"Korean"
"3791","SANDWICHERIE OF NEW YORK","202","E 42ND ST",10017,"American"
"3792","PIZZA HAVEN","4942","BROADWAY",10034,"Pizza"
"3793","GRINI'S GRILL & RESTAURANT","100","WEST  143 STREET",10030,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3794","BANGKOK 2 THAI","349","1 AVENUE",10010,"Thai"
"3795","PLAYROOM NYC","3964","10TH AVE",10034,"Bottled beverages, including water, sodas, juices, etc."
"3796","PHO BANG RESTAURANT","157","MOTT STREET",10013,"Vietnamese/Cambodian/Malaysia"
"3797","DUNKIN DONUTS,BASKIN ROBBINS","3504","BROADWAY",10031,"Donuts"
"3798","SIGGY'S NYC","292","ELIZABETH STREET",10012,"American"
"3799","FREDA'S","993","COLUMBUS AVENUE",10025,"Caribbean"
"3800","LEE LEE","283","W 118TH ST",10026,"Bakery"
"3801","PEE DEE","50","WEST  125 STREET",10027,"Steak"
"3802","EXCELLENT DUMPLING HOUSE","165","W 23RD ST",10011,"Chinese"
"3803","PUSHCART COFFEE","362","2 AVENUE",10010,"Caf̩/Coffee/Tea"
"3804","BLUESTOCKINGS WOMENS BOOKSTORE CAFE","172","ALLEN STREET",10002,"Caf̩/Coffee/Tea"
"3805","MUSE PAINTBAR","329","GREENWICH ST",10013,"American"
"3806","BRICKLANE CURRY HOUSE","99","2ND AVE",10003,"Indian"
"3807","CECI RESTAURANT","78","SHERMAN AVENUE",10040,"Spanish"
"3808","DOMINO'S","153","EAST  116 STREET",10029,"Pizza"
"3809","BARRY'S BOOTCAMP","1216","2ND AVE",10065,"Juice, Smoothies, Fruit Salads"
"3810","2A","25","AVENUE A",10009,"American"
"3811","COSI","55","BROAD STREET",10004,"Sandwiches/Salads/Mixed Buffet"
"3812","THE JEFFREY","311","EAST 60TH STREET",10022,"American"
"3813","LE PARISIEN","163","EAST   33 STREET",10016,"French"
"3814","JUICY CUBE","166","W 72ND ST",10023,"Juice, Smoothies, Fruit Salads"
"3815","COLGATE PALMOLIVE","300","PARK AVENUE",10022,"American"
"3816","TONIC EAST","411","3 AVENUE",10016,"American"
"3817","M & W BAKERY","25","EAST BROADWAY",10002,"Bakery"
"3818","ROCCOS","162","7TH AVE",10011,"Pizza"
"3819","NUSBAUM & WU","2897","BROADWAY",10025,"Delicatessen"
"3820","BURGER KING","226","E 86TH ST",10028,"American"
"3821","99 CENT EXPRESS PIZZA","301","WEST   43 STREET",10036,"Pizza"
"3822","TUNG THONG THAI RESTAURANT","561","WEST 169TH STREET",10032,"Thai"
"3823","SPRING NATURAL","98","KENMARE ST",10012,"American"
"3824","SPRINKLES CUPCAKES","780","LEXINGTON AVENUE",10065,"Bakery"
"3825","CEA-LO CAFE","2496","ADAM CLAYTON POWELL JR BLVD",10030,"Seafood"
"3826","ANJAPPAR","116","LEXINGTON AVENUE",10016,"Indian"
"3827","MATSUNOYA","131","EAST 45 STREET",10017,"Japanese"
"3828","THE RIVIERA CAFE","225","WEST    4 STREET",10014,"American"
"3829","BLT PRIME","111","EAST   22 STREET",10010,"American"
"3830","IL PUNTO RISTORANTE","507509","9 AVENUE",10018,"Italian"
"3831","PINKBERRY","2041","BROADWAY",10023,"Ice Cream, Gelato, Yogurt, Ices"
"3832","CAFE SAHARA","4026","10TH AVE",10034,"Spanish"
"3833","EYES ON HUDSON CAFE","643","W 43RD ST",10036,"Caf̩/Coffee/Tea"
"3834","EMPANADAS MONUMENTAL","550","W 181ST ST",10033,"Spanish"
"3835","EAMONN'S BAR AND GRILL","9","EAST   45 STREET",10017,"Irish"
"3836","TRATTORIA BELVERDE","165","LEXINGTON AVE",10016,"Italian"
"3837","LA OZEN ASIAN FUSION CUISINE","760","AMSTERDAM AVE",10025,"Asian"
"3838","LA BERGAMOTE","515","WEST   52 STREET",10019,"French"
"3839","HK BOXERS NYC","742","9TH AVE",10019,"American"
"3840","BARRACUDA BAR","275","WEST   22 STREET",10011,"American"
"3841","LE BARATIN","26","GREENWICH AVE",10011,"French"
"3842","KAVA CAFE","470","WEST   42 STREET",10036,"Caf̩/Coffee/Tea"
